record_id,pubmedID,title,authors,abstract,year,label_included,label_abstract_screening
296,10696996,Angiotensin II receptor antagonists.,M Burnier; H R Brunner,"Blockade of the renin-angiotensin system began as a way of studying the pathogenesis of cardiovascular disease with specific pharmacological probes. Oral activity, achieved by shortening the original peptide structures, transformed the probes into therapeutic agents, the angiotensin-converting enzyme (ACE) inhibitors. However, ACE is a non-specific target for blocking the renin-angiotensin enzymatic cascade. The availability of orally active drugs turned ACE inhibition into a therapeutic breakthrough but more specific blockade always seemed desirable. This goal has now been achieved with the orally active angiotensin II receptor antagonists; six are on the market and more are under development. This new class of drugs is equal in efficacy to ACE inhibitors, at least in hypertensive patients. Trials now underway will demonstrate whether angiotensin II receptor antagonists can prevent target-organ damage and reduce cardiovascular morbidity and mortality. If they do, these compounds might one day replace ACE inhibitors.",2000.0,0,0
297,10698231,Angiotensin-converting enzyme inhibitor therapy affects myocardial fatty acid metabolism after acute myocardial infarction.,S Fukuzawa; S Ozawa; M Inagaki; J Sugioka; M Daimon; S Kushida,"Angiotensin-converting enzyme (ACE) inhibitor therapy has an early mortality benefit in unselected patients with acute myocardial infarction (AMI). However, the effects of ACE inhibition on myocardial fatty acid metabolism in this patient population have not been studied. We tested the hypothesis that ACE inhibitor therapy improves myocardial fatty acid metabolism and decreases mortality rate in patients after AMI. Forty-two patients after first anterior AMI and primary angioplasty were randomly assigned to titrated oral enalapril (n = 24) or placebo therapy (n = 18). Iodine 123-labeled 15-(p-iodophenyl)-3-(R,S)-methylpentadecanoic acid (BMIPP) single photon emission computed tomography imaging was performed an average of 4.8 days after AMI and 1 month after AMI. BMIPP abnormalities were quantified as a severity index by a polar map. There were no significant changes in baseline characteristics, cardiac function, and angiographic findings between patients in the enalapril group and patients in the placebo group. However, BMIPP severity index from acute phase to chronic phase was significantly decreased in the enalapril-treated group (118+/-48 to 82+/-36, P<.05), but not in the placebo group (123+/-65 to 115+/-58, P not significant). ACE inhibition therapy improved myocardial fatty acid metabolism and regional left ventricular function in patients after anterior AMI. BMIPP single photon emission computed tomography findings imply that this better outcome may be attributable to an improvement of cellular function with ACE inhibitors.",2000.0,0,0
298,10698886,ABC of heart failure: Heart failure in general practice.,F D Hobbs; R C Davis; G Y Lip,,2000.0,0,0
299,10701819,Electronic pill-boxes in the evaluation of antihypertensive treatment compliance: comparison of once daily versus twice daily regimen.,M Andrejak; N Genes; L Vaur; P Poncelet; P Clerson; A Carré,"The objective was to compare the compliance of hypertensive patients treated with captopril twice daily or trandolapril once daily. After a 2-week placebo period, hypertensive patients (diastolic BP 95-115 mm Hg) were randomly allocated to trandolapril 2 mg once daily or to captopril 25 mg twice daily for 6 months. Trandolapril and captopril were packed in electronic pill-boxes equipped with a microprocessor that recorded date and time of each opening (MEMS). Patients' compliance was assessed both by standard pill-count and by electronic monitoring. Blood pressure was measured using a validated semi-automatic device at the end of the placebo period and of the treatment period. One hundred sixty-two patients entered the study. Compliance data were evaluable for 133 patients (62 in the captopril group and 71 in the trandolapril group). Treatment groups were comparable at baseline except for age (P = .046). Using electronic pill-box, overall compliance was 98.9% in the trandolapril group and 97.5% in the captopril group (P = .002). The percentage of missed doses was 2.6% in the trandolapril group and 3.3% in the captopril group (P = .06). The percentage of delayed doses was 1.8% in the trandolapril group and 11.7% in the captopril group (P = .0001). The percentage of correct dosing periods, ie, a period with only one correct recorded opening, was 94.0% in the trandolapril group and 78.1% in the captopril group (P = .0001). Results were unchanged when adjusted for age. At the end of the study, 41% of patients in the trandolapril group and 27% in the captopril group (NS) had their blood pressure normalized (systolic BP <140 and diastolic BP <90 mm Hg). In this 6-month study, the electronic pill-box allowed refined analysis of compliance of hypertensive patients. Patients' compliance with once daily trandolapril was higher than with twice daily captopril. The between-group difference is mainly explained by an increase in delayed doses in the twice daily group.",2000.0,0,0
300,10701823,Candesartan cilexetil is not associated with cough in hypertensive patients with enalapril-induced cough. Multicentre Cough Study Group.,P H Tanser; L M Campbell; J Carranza; J Karrash; P Toutouzas; R Watts,"The aim of this study was to evaluate the occurrence of dry cough during treatment with candesartan cilexetil, enalapril, or placebo in patients with hypertension and a history of angiotensin converting enzyme (ACE)-inhibitor-related cough. Patients with confirmed cough during an enalapril (10 mg) challenge period, followed by no cough during a placebo dechallenge period were randomized to 8 weeks of double-blind treatment with candesartan cilexetil (8 mg) (n = 62), enalapril (10 mg) (n = 66), or placebo (n = 26). Incidence and severity of dry cough was evaluated by the symptom assessment questionnaire, frequency of dry cough by a visual analog scale, and the possible impact on quality of life by the minor symptom evaluation (MSE) profile. The percentage of patients with cough was significantly lower with candesartan cilexetil (35.5%) than with enalapril (68.2%, P < .001), and did not differ between candesartan cilexetil and placebo (26.9%, P > .20). Patients coughed less frequently and with less severe cough with candesartan cilexetil than with enalapril, and similarly with candesartan cilexetil and placebo. Changes in the MSE profile were minor, although candesartan cilexetil had better scores for contentment than placebo (P = .03), and also tended to be associated with better sleep than enalapril (P = .08). In hypertensive patients with ACE-inhibitor-induced cough, the incidence, frequency, and severity of dry cough was significantly lower with candesartan cilexetil than with enalapril, and no different from that found with placebo.",2000.0,0,1
301,10703873,Use of computerized neuropsychological tests (CANTAB) to assess cognitive effects of antihypertensive drugs in the elderly. Cambridge Neuropsychological Test Automated Battery.,W J Louis; A G Mander; M Dawson; C O'Callaghan; E L Conway,"To establish reliability and ease of use of the Cambridge Neuropsychological Test Automated Battery (CANTAB) in assessing changes in cognitive function induced by antihypertensive drugs. Standard neuropsychological testing was combined with CANTAB in a double-blind 18-week cross-over study in elderly hypertensives taking perindopril or hydrochlorothiazide/triamterene (HT). Cognitive effects were assessed by employing tests of attention, visuospatial and verbal memory, learning, reasoning, planning, problem solving, speed and coordination. Affect was assessed using two different depression-rating scales. Perindopril and the diuretic had no adverse effects on the various aspects of cognitive function. Mood, as assessed by the Hamilton Depression Rating Scale and the Beck Depression Inventory, was improved on Perindopril, and the error rate in the motor screening test was lower. Ambulatory blood pressure monitoring showed both drugs achieved effective 24-h control. The ease of use and the ability to adjust the level of testing to the requirements of individual patients, together with the reliability of longitudinal test/re-test results, indicates that CANTAB is an important addition to the methods available to quantitate adverse central nervous system drug effects. The other purpose of the study was to assess any adverse cognitive effects of perindopril against a drug HT believed to have no adverse central nervous system effects. In this context, perindopril was free of adverse effects in all the objective tests employed. In addition, there was a benefit seen in two independent assessments of depression (the Hamilton and the Beck rating scales).",2000.0,0,0
302,10703890,Prospective comparison of therapeutical attitudes in hypertensive type 2 diabetic patients uncontrolled on monotherapy. A randomized trial: the EDICTA study.,L M Ruilope; A de la Sierra; E Moreno; R Fernández; J Garrido; M de la Figuera; A G de la Cámara; A Coca; M Luque-Otero,"To compare the anti-hypertensive effect of combination therapy versus a single drug regimen schedule (dose-titration or switching to a different drug class) in type 2 diabetic hypertensive patients with inadequate blood pressure (BP) control on monotherapy. Prospective, randomized, open-fashion, parallel study of two therapeutic strategies during an 8-week period. Primary care centers in Spain. A total of 898 men and women with type 2 diabetes mellitus and hypertension, receiving antihypertensive treatment with one single drug and whose BP was > 140 and/or 90 mmHg. Patients were randomized to a fixed combination therapy (verapamil 180 mg plus trandolapril 2 mg; Knoll AG, Ludwigshafen, Germany) or continued on a single drug regimen, either increasing the dose of the current drug or switching to a different drug class. Absolute BP reduction in the two groups of treatment, and the percentage of normalized patients (< 140/90 mmHg) in each group. The diastolic BP (DBP) decrease (5.6 mmHg) was significantly greater in patients treated with combination therapy, compared to patients on monotherapy (2.9 mmHg). The decrease in systolic BP (SBP) was not significantly different (11.1 versus 10.0 mmHg). In addition, a significantly higher number of patients treated with combination therapy (82% versus 74%) reached diastolic BP normalization (< 90 mmHg). In type 2 hypertensive patients with uncontrolled BP despite anti-hypertensive monotherapy, the change to combination therapy was more effective in attaining DBP control than any monotherapy schedule (either increasing the dose or switching to another different drug class).",2000.0,0,0
303,10707752,Long-term effects of clinical outcome with low and high dose in the Captopril in Heart Insufficient Patients Study (CHIPS).,D L Clement; M De Buyzere; M Tomas; G Vanavermaete,"Although angiotensin-converting enzyme inhibitors are recommended as first line therapy in patients with chronic heart failure, the target doses proven to be effective in major morbidity and mortality trials (e.g. captopril 50 mg b.i.d), are generally not used in daily practice in Belgium. The objective of this study (CHIPS, Captopril in Heart Insufficient Patients Study) was to compare the long-term effects of a low dose (25 mg b.i.d.) and a high dose (50 mg b.i.d.) of captopril in mild to moderate heart failure. After a titration period of at least 10 days, patients who tolerated 50 mg b.i.d., were randomly assigned to receive either the low dose or the high dose of captopril and followed up to 2 years. 298 patients were included and were followed up for a mean of 12 months. Progression in heart failure seems to be favourably influenced by therapy with high dose in comparison to low dose; a relative difference of 29% in the rates of heart failure worsening was observed between the two doses, 31.5% and 22.4% for low and high dose (p = 0.088), respectively. Treatment with high dose showed also a trend to benefit as compared to low dose in reducing the number of hospitalizations for all causes from 22.4 to 14.5% (p = 0.1) and for congestive heart failure from 14.7 to 7.2% (p = 0.06); moreover, the incidence of fatal and nonfatal cardiac events showed a trend in favour of the high dose of 22% (p = 0.142). The total number of adverse events was comparable for both doses, but dizziness and hypotension were a little more frequently reported in the high-dose group. Serum creatinine values showed no significant changes either in the low-dose or in the high-dose group. In the CHIPS-study, in comparison to a low dose, therapy with a high dose of captopril tends to improve the long-term clinical outcome of patients with mild to moderate heart failure without significantly more toxicity.",2000.0,0,0
304,10711307,Avoiding adverse reactions. Effective lower-dose drug therapies for older patients.,J S Cohen,"Adverse drug reactions (ADRs) are a leading cause of morbidity and mortality, with the highest incidence occurring in patients age 60 and older. Prescribing the lowest effective doses of medications to older patients can help avoid ADRs, minimize bothersome side effects, and increase rates of compliance. For many drugs, clinical experience and published studies demonstrate the effectiveness of doses substantially lower than those recommended in standard references. This article examines the problem of ADRs in older patients, discusses pharmacokinetic data regarding older versus younger adults, and provides effective lower doses for many common drugs.",2000.0,0,0
305,10713875,Profound bradycardia and hypotension following spinal anaesthesia in a patient receiving an ACE inhibitor: an important 'drug' interaction?,N E Williams,"An 86-year-old man on whom a transurethral resection of prostate was performed under spinal anaesthesia developed profound bradycardia and hypotension with disturbance of consciousness during transfer to the recovery room. Initial treatment with atropine produced rapid improvement in cardiovascular and cerebral function. A further hypotensive episode (without bradycardia) occurred approximately 1 h later but responded rapidly to methoxamine. The patient made a full recovery during an overnight stay on the High Dependency Unit. Possible mechanisms for this event are discussed, with the proposal that the concomitant administration of captopril and the relative unavailability of Angiotensin II may have significantly contributed to the problem.",2000.0,0,0
306,10715761,ACE inhibitors and heart failure in hospital: any difference between cardiologists and general physicians?,A P Davie; J J McMurray,"Cardiologists and generalists have been reported to diverge in terms of their self-reported use of angiotensin-converting enzyme (ACE) inhibitors, but information on their actual use of ACE inhibitors has been lacking. In order to assess ACE inhibitor use in patients with heart failure in a teaching hospital and any differences between specialties we studied all patients in the Western Infirmary of Glasgow between 1 April and 1 October 1996 with an echocardiogram showing moderate or severe left ventricular systolic dysfunction (n = 236). We found that most patients were on an ACE inhibitor (66%), 12% had been tried but found to be intolerant, 10% had not been tried because of a contraindication, but 12% had not been tried despite no contraindication. Of those on treatment, 58% were on a dose used in a major survival study (38% of all patients). Most patients were treated by a cardiologist (64%). Of these, more were on an ACE inhibitor (77% vs 53%, p < 0.01), fewer had been tried but found intolerant (11% vs 18%), and fewer had never been tried (11% vs 29%, p < 0.01), irrespective of whether they had a contraindication (5% vs 18%, p < 0.01) or not (6% vs 12%). More were on a dose used in a major survival study (48% vs 31%, p < 0.05). We conclude that, despite improvements over time, ACE inhibitors are still under-used, sometimes without good reason. There are also differences in the use of ACE inhibitors between cardiologists and generalists which may affect outcome, and could affect resource utilisation.",2000.0,0,0
307,10716135,Efficacy and safety of valsartan compared with enalapril at different altitudes.,R Botero; H Matiz; E María; H Orejarena; M Blanco; J R Velez; H Del Portillo,"To compare the safety, tolerability, and antihypertensive efficacy of valsartan with enalapril at different altitudes. A total of 142 adult Colombian outpatients with mild to moderate essential hypertension were recruited in 3 cities at different altitudes (Bogotá at 2600 m, Medellin at 1538 m and Barranquilla at 100 m) and randomized in an open label fashion to receive either valsartan 80 mg once daily or enalapril 20 mg once daily for 8 weeks. Those patients not responding at 4 weeks received additional 1.25 mg indapamide daily during the remaining trial period. The primary efficacy variable was the change in mean sitting diastolic blood pressure (SDBP) from baseline to 4 weeks. Secondary efficacy variables included the change in mean sitting systolic blood pressure (SSBP). The primary criterion for tolerability was the incidence of adverse experiences. Both valsartan and enalapril reduced mean SDBP and SSBP with similar efficacy, independent of altitude. Adverse events irrespective of relationship to trial drug were reported by 12 patients (18.8%) on valsartan and by 15 (23.4%) patients on enalapril. Enalapril was associated with a significantly (P<0.05) higher rate of dry cough and more cases of headache than valsartan. Valsartan 80 mg once daily is as effective as enalapril 20 mg once daily in reducing blood pressure, with tolerability profile at least as good as enalapril's.",2000.0,0,0
308,10716471,The prognostic implications of renal insufficiency in asymptomatic and symptomatic patients with left ventricular systolic dysfunction.,D L Dries; D V Exner; M J Domanski; B Greenberg; L W Stevenson,"The present analysis examines the prognostic implications of moderate renal insufficiency in patients with asymptomatic and symptomatic left ventricular systolic dysfunction. Chronic elevations in intracardiac filling pressures may lead to progressive ventricular dilation and heart failure progression. The ability to maintain fluid balance and prevent increased intracardiac filling pressures is critically dependent on the adequacy of renal function. This is a retrospective analysis of the Studies of Left Ventricular Dysfunction (SOLVD) Trials, in which moderate renal insufficiency is defined as a baseline creatinine clearance <60 ml/min, as estimated from the Cockroft-Gault equation. In the SOLVD Prevention Trial, multivariate analyses demonstrated moderate renal insufficiency to be associated with an increased risk for all-cause mortality (Relative Risk [RR] 1.41; p = 0.001), largely explained by an increased risk for pump-failure death (RR 1.68; p = 0.007) and the combined end point death or hospitalization for heart failure (RR 1.33; p = 0.001). Likewise, in the Treatment Trial, multivariate analyses demonstrated moderate renal insufficiency to be associated with an increased risk for all-cause mortality (RR 1.41; p = 0.001), also largely explained by an increased risk for pump-failure death (RR 1.49; p = 0.007) and the combined end point death or hospitalization for heart failure (RR 1.45; p = 0.001). Even moderate degrees of renal insufficiency are independently associated with an increased risk for all-cause mortality in patients with heart failure, largely explained by an increased risk of heart failure progression. These data suggest that, rather than simply being a marker of the severity of underlying disease, the adequacy of renal function may be a primary determinant of compensation in patients with heart failure, and therapy capable of improving renal function may delay disease progression.",2000.0,0,0
309,10716520,Effect of beta-blocker therapy on severe ventricular arrhythmias in patients with idiopathic dilated cardiomyopathy.,S Inoue; Y Yokota; H Takaoka; H Kawai; M Yokoyama,"Beta-blocker therapy has been shown to improve cardiac function and prognosis in patients with idiopathic dilated cardiomyopathy (DCM). However, whether beta-blockers reduce severe ventricular arrhythmias and sudden cardiac death has not been clarified. The present study was designed to investigate the effects of beta-blockers on non-sustained ventricular tachycardia (VT) and sudden cardiac death in patients with DCM. Sixty-five patients with DCM treated with diuretics, digitalis and angiotensin-converting enzyme inhibitors were assigned to receive beta-blockers (n = 33) or not (n = 32). Mean follow-up was 53+/-30 months. The echocardiographic indices of cardiac function, the incidence of non-sustained VT on Holter monitoring electrocardiograms, and sudden cardiac death rate were compared between the 2 groups. Comparable improvement in cardiac function on echocardiograms was found in the 2 treatment groups. The patient group treated with beta-blockers showed a significant reduction in the prevalence of VT (from 43 to 15%, p<0.05) and the development of new episodes of VT (5 vs. 16%) compared to the group without beta-blockers. The sudden cardiac death rate did not differ between the 2 groups. The results of the present study suggest that beta-blockers are effective in reducing severe ventricular arrhythmias in patients with DCM.",2000.0,0,0
310,10716552,Taste effects of lingual application of cardiovascular medications.,J Zervakis; B G Graham; S S Schiffman,"Medications used to treat cardiovascular diseases such as congestive heart failure, high blood pressure, and arrhythmia, are prescribed extensively in Western countries. However, taste complaints are common side effects of many of these cardiovascular medications. Although clinical observations are helpful in determining potential taste problems from a medication, experimental studies are necessary to obtain quantitative data on taste. In the studies performed here, nine cardiovascular medications (labetalol HCl, captopril, diltiazem HCl, enalapril maleate, hydrochlorothiazide, propranolol HCl, mexiletine HCl, procainamide HCl, and propafenone HCl) were applied to the tongue in human volunteers to measure the direct effect of these drugs on taste receptors. The medications were applied topically to the tongue surface of both young and elderly subjects to mimic the situation in which the drug is secreted into the saliva. Detection thresholds ranged from 0.048 mM (propafenone) to 0.438 mM (procainamide). The detection thresholds of healthy elderly subjects did not significantly differ from young controls. The compounds tested had a predominantly bitter taste with other qualities as well. In addition, topical application of the medications to the tongue affected the taste of one or more taste stimuli, with medications differing in the pattern of taste effects exhibited. The mechanism of taste effects is not fully known, but the results of this study suggest one route may be due to medications' effect on peripheral taste receptors.",2000.0,0,0
311,10719438,Treatment of arterial hypertension in the elderly using enalapril.,R Terranova; S Luca; A Calanna,"Arterial pressure increases with age and is the most common chronic disease in the elderly, men and women alike. At present arterial hypertension is considered a social disease as it poses great health, economic and social problems. A group of 50 patients of both sexes, between 66 and 83 years of age, suffering from essential arterial hypertension and treated with Enalapril administered at doses varying from 10 to 20 mg/day, for a period of 18 months, has been studied. The results of this study showed that blood pressure values of almost all the patients treated normalised and left ventricular hypertrophy decreased in all patients with this complication.",2000.0,0,0
312,10721643,Captopril for prevention of contrast-induced nephropathy in diabetic patients: a randomised study.,R K Gupta; A Kapoor; S Tewari; N Sinha; R K Sharma,"Contrast-induced nephrotoxicity is an important cause of hospital-acquired acute renal insufficiency. Different modalities have been used to prevent contrast induced-nephrotoxicity namely saline infusion, mannitol, furosemide, calcium channel blockers, atrial natriuretic factor and dopamine infusion with variable success. The possible role of medullary ischaemia mediated by renin angiotensin system in genesis of contrast-induced nephrotoxicity prompted us to investigate the role of captopril (a sulfhydryl group containing angiotensin-converting enzyme inhibitor) in its prevention. Seventy-one patients of diabetes mellitus undergoing coronary angiography were included in the study. Patients randomised to receive captopril, received the drug in a dose of 25 mg thrice a day for three days, starting one hour prior to angiography while the patients in the control group underwent angiography in a routine manner without receiving captopril. Following angiography, patients in the control group developed a significant increase in serum creatinine and blood urea nitrogen levels, as compared to those who received captopril. Contrast-induced nephrotoxicity (i.e. a rise of 0.5 mg/dL in serum creatinine) developed in 29 percent of the control group. Administration of captopril reduced the risk of development of contrast-induced nephrotoxicity by 79 percent. Glomerular filtration rate as measured by Tc DTPA renal scanning prior to and 24-72 hours following angiography demonstrated a mean fall of 9.6 ml/min in the control group while those in the captopril group had a mean increase of 13 ml/min in glomerular filtration rate. We conclude that abnormalities of renal perfusion possibly mediated by renin angiotensin system are responsible for development of contrast-induced nephrotoxicity. Administration of the angiotensin-converting enzyme inhibitor, captopril, offers protection against development of contrast-induced nephrotoxicity.",2000.0,0,0
313,10723978,Management of patients with hypertension and diabetes mellitus: advances in the evidence for intensive treatment.,W B White; L M Prisant; J T Wright,"Diabetes mellitus is common in patients with hypertension, and greatly increases the risk of cardiovascular disease, including myocardial infarction, stroke, and peripheral vascular disease. ""The pharmacologic therapy of patients with hypertension and diabetes has been surrounded by controversy because of concerns about the metabolic effects of several antihypertensive agents, as well as concerns about the safety of calcium antagonists. The objective of this review is to re-evaluate the management of diabetic patients with hypertension in light of the latest clinical trials. We also review the importance of intensive blood pressure control in these patients.",2000.0,0,0
314,10724055,Angiotensin-converting enzyme inhibitor-associated elevations in serum creatinine: is this a cause for concern?,G L Bakris; M R Weir,"Reducing the actions of the renin-angiotensin-aldosterone system with angiotensin-converting enzyme inhibitors (ACEIs) slows nephropathy progression in patients with or without diabetes. Post hoc analyses of many ACEI-based clinical trials demonstrate the greatest slowing of renal disease progression in patients with the greatest degree of renal insufficiency at study initiation. However, many physicians fail to use ACEIs or angiotensin receptor blockers in patients with renal insufficiency for fear that either serum creatinine or potassium levels will rise. To determine if limited initial reduction in either glomerular filtration rate (GFR) or elevation in serum creatinine levels, associated with ACEI or angiotensin receptor blocker use, results in long-term protection against decline in renal function in patients with renal insufficiency. We reviewed 12 randomized clinical trials that evaluated renal disease progression among patients with preexisting renal insufficiency. Six of these studies were multicenter, double-blinded, and placebo controlled, with the remainder being smaller randomized studies with a minimum 2-year follow-up on renal function. These investigations evaluated patients with and without diabetes or systolic heart failure. Average duration of follow-up for all studies was 3 years. Trials were examined in the context of changes in either serum creatinine levels or GFR in the group randomized to an ACEI (N = 1,102). Sixty-four percent of these individuals (705/1,102) had renal function data at both less than 6 months and at the end of the study. Most trials demonstrated that patients with preexisting renal insufficiency manifested an acute fall in GFR, a rise in serum creatinine, or both. Those randomized to an ACEI with a serum creatinine level of 124 pmol/L or greater (> or =1.4 mg/dL) demonstrated a 55% to 75% risk reduction in renal disease progression compared with those with normal renal function randomized to an ACEI. An inverse correlation was observed between the amount of renal function loss at baseline and the subsequent rate of annual decline in renal function following randomization to an antihypertensive regimen that contained an ACEI. A strong association exists between acute increases in serum creatinine of up to 30% that stabilize within the first 2 months of ACEI therapy and long-term preservation of renal function. This relationship holds for persons with creatinine values of greater than 124 pmol/L (>1.4 mg/dL). Thus, withdrawal of an ACEI in such patients should occur only when the rise in creatinine exceeds 30% above baseline within the first 2 months of ACEI initiation, or hyperkalemia develops, ie, serum potassium level of 5.6 mmol/L or greater.",2000.0,0,0
315,10726719,Fixed low-dose combination therapy in hypertension--a dose response study of perindopril and indapamide.,M G Myers; R Asmar; F H Leenen; M Safar,"To establish the optimal dose of the perindopril/indapamide combination (Per/Ind) in the treatment of mild or moderate hypertension. This was a randomized, double-blind, placebo-controlled, seven-way parallel-group, dose-ranging study, set in multicenter, outpatient offices/clinics in Europe and Canada. A total of 438 patients aged between 18 and 75 years whose supine diastolic blood pressure was between 95 and 114 mmHg were randomly assigned to an 8-week double-blind treatment with either placebo, Per 2/Ind 0.625, Per 4/Ind 1.25, Per 8/Ind 2.5, Per 0/Ind 1.25, Per 2/Ind 1.25 or Per 8/Ind 1.25 mg. Systolic and diastolic blood pressure measured in the clinic approximately 24 h after dosing. There was a linear dose-response relationship (P<0.001) for doubling the dose of Per 2/Ind 0.625 mg up to Per 8/Ind 2.5 mg with a progressive fall in supine diastolic blood pressure (-9.3 to -15.0 mmHg). Combining 1.25 mg Ind with increasing doses of Per (0, 2, 4 and 8 mg) also showed a linear dose-response relationship (P<0.001), with supine diastolic blood pressure falling by -8.0 to -12.0 mmHg compared with a fall of -5.2 mmHg for the placebo group. Similar findings were noted for supine systolic blood pressure, standing blood pressure and ambulatory blood pressure. Hypokalemia was more common (9.7%) in the Per 8/Ind 2.5 mg group than in the groups receiving other doses (0-4.6%). The combinations of Per 2/Ind 0.625 mg and Per 4/Ind 1.25 mg were effective in reducing blood pressure without producing clinically important side effects.",2000.0,0,0
316,10726720,"Long-term efficacy of a new, fixed, very-low-dose angiotensin-converting enzyme-inhibitor/diuretic combination as first-line therapy in elderly hypertensive patients.",J Chalmers; A Castaigne; T Morgan; C Chastang,"To determine the long-term efficacy and safety of a fixed, very-low-dose tablet combining one-half the standard dose of perindopril with one-quarter the standard dose of indapamide as first-line treatment in elderly patients. Double-blind, randomized, placebo-controlled study in an outpatient setting. Following a single-blind, placebo run-in period of 4 weeks, patients [65-85 years, with mild-to-moderate essential hypertension or isolated systolic hypertension (ISH)] were randomized to receive one tablet of perindopril 2 mg/indapamide 0.625 mg (Per/ Ind) (n=193) or placebo (n=190), daily for 12 weeks. After this first 12-week period, all patients on Per/Ind (n=138) and patients responding to placebo (n=61) were maintained on their previous regimen for a further 48 weeks. Patients in the placebo group whose blood pressure was not normalized, were switched to Per/Ind (n=60). The primary endpoint was the proportion of patients with blood pressure that normalized between weeks 0 and 60. After 1 year of treatment (intention-to-treat) supine systolic and diastolic blood pressure decreased by 23.0 +/- 15.3 mmHg and 13.3 +/- 94 mmHg with Per/Ind (n=253: 193 from randomized Per/Ind group and 60 from the placebo group switched at week 12). The mean decreases in systolic blood pressure were similar in essential hypertension and ISH (systolic blood pressure 23.2 versus 22.7 mmHg, respectively). Per/Ind treatment (n=253) achieved an initial normalization of blood pressure in 96.2% [95% confidence interval (CI) 93.6-98.9%; Kaplan-Meier estimate] of Per/Ind-treated patients; 79.8% (95% CI 74.1-85.5%) of these maintained a normalized blood pressure throughout the 1 -year follow-up. The incidence of adverse events was similarly low in the placebo and active therapy groups. Efficacy and safety results for the over 75 years subgroup were similar to those for the younger elderly subjects The fixed, very low-dose combination of perindopril 2 mg/indapamide 0.625 mg results in sustained blood pressure control when used as first line treatment of elderly hypertensive patients over 1-year, and is well-tolerated.",2000.0,0,0
317,10730685,Evaluation and management of drug-induced thrombocytopenia in the acutely ill patient.,L D Wazny; R E Ariano,"The numerous drugs to which the acutely ill are exposed place these patients at a significant risk of developing drug-induced thrombocytopenia. Such patients tend to have preexisting hemostatic defects that place them at additional risk of complications as a result of the drug-induced thrombocytopenia. The clinical challenge is to provide rapid identification and removal of the offending agent before clinically significant bleeding or, in the case of heparin, thrombosis results. Drug-induced thrombocytopenic disorders can be classified into three mechanisms: bone marrow suppression, immune-mediated destruction, and platelet aggregation. Clinical characteristics, preliminary laboratory findings, and drug history specific to the mechanisms can assist clinicians in rapidly isolating the causative drug.",2000.0,0,0
318,10731402,New Q waves on the presenting electrocardiogram independently predict increased cardiac mortality following a first ST-elevation myocardial infarction.,J Andrews; J K French; S O Manda; H D White,"The prognostic significance of pathological Q waves appearing in the acute phase of myocardial infarction has not been determined. We investigated whether new Q waves on the presenting electrocardiogram of patients with acute ST-segment elevation were independently associated with a worse outcome after a first myocardial infarction. The presence or absence of new Q waves on the presenting electrocardiogram was assessed in 481 patients who presented within 4 h of symptom onset and were randomized to receive either captopril or placebo within 2 h of streptokinase therapy for myocardial infarction. Ventriculography was performed at 22+/-6 days and mortality status was obtained at a median follow-up of 5.6 years. New Q waves were associated with a lower ejection fraction (51+/-13% vs 61+/-12%, P<0.0001), a larger end-systolic volume index (37 ml vs 28 ml, P<0.001), and increased cardiac mortality at 30 days (7% vs 2%, P=0.01) and at follow-up (17% vs 7%, P=0.002). On multivariate analysis, age (P<0.01), new Q waves at presentation (P<0.01) and a history of angina (P=0.046) were independent predictors of cardiac mortality, whereas randomization to captopril and the time from symptom onset to streptokinase administration were not. New Q waves at presentation are independently associated with a worse outcome after a first myocardial infarction. The presence of new Q waves on the presenting electrocardiogram allows very early identification of patients at risk of increased cardiac mortality.",2000.0,0,0
319,10732883,The Angiotensin-converting Enzyme Inhibition Post Revascularization Study (APRES).,L Kjøller-Hansen; R Steffensen; P Grande,"This study was performed to assess the effect of treatment with ramipril on the incidence of cardiac events after invasive revascularization in patients with asymptomatic moderate left ventricular dysfunction. In patients with angina pectoris and left ventricular dysfunction, both invasive revascularization and treatment with angiotensin-converting enzyme inhibitors reduce cardiac mortality and morbidity. Whether there is a benefit from combining the two treatment strategies has never been evaluated prospectively. After invasive revascularization, 159 patients with preoperative chronic stable angina pectoris, left ventricular ejection fraction between 0.30 and 0.50 and no clinical heart failure were randomly assigned to receive double-blind treatment with either ramipril or placebo and subsequently followed for a median of 33 months. Ramipril reduced the incidence of the triple-composite end point of cardiac death, acute myocardial infarction or clinical heart failure (risk reduction 58%; 95% confidence interval 7% to 80%, p = 0.031). The incidence of the quadruple-composite end point of cardiac death, acute myocardial infarction, clinical heart failure or recurrent angina pectoris was not altered with ramipril. These findings were consistent across subgroups with respect to left ventricular ejection fraction below or above 0.40, and whether coronary artery bypass grafting or percutaneous transluminal coronary angioplasty was performed. In patients with angina pectoris and asymptomatic moderate left ventricular dysfunction, long-term treatment with ramipril after invasive revascularization significantly reduced the incidence of the composite end point of cardiac death, acute myocardial infarction or clinical heart failure, indicating that the beneficial effects of angiotensin-converting enzyme inhibitor treatment may be extended to include treatment of this patient group.",2000.0,0,0
