record_id,title,abstract,label_included,label_abstract_screening,duplicate_record_id
88,A real-world stepped wedge cluster randomized trial of practice facilitation to improve cardiovascular care,"BACKGROUND: Practice facilitation has been associated with meaningful improvements in disease prevention and quality of patient care. Using practice facilitation, the Improved Delivery of Cardiovascular Care (IDOCC) project aimed to improve the delivery of evidence-based cardiovascular care in primary care practices across a large health region. Our goal was to evaluate IDOCC's impact on adherence to processes of care delivery. METHODS: A pragmatic stepped wedge cluster randomized trial recruiting primary care providers in practices located in Eastern Ontario, Canada (ClinicalTrials.gov: NCT00574808). Participants were randomly assigned by region to one of three steps. Practice facilitators were intended to visit practices every 3-4 (year 1-intensive) or 6-12 weeks (year 2-sustainability) to support changes in practice behavior. The primary outcome was mean adherence to indicators of evidence-based care measured at the patient level. Adherence was assessed by chart review of a randomly selected cohort of 66 patients per practice in each pre-intervention year, as well as in year 1 and year 2 post-intervention. RESULTS: Eighty-four practices (182 physicians) participated. On average, facilitators had 6.6 (min: 2, max: 11) face-to-face visits with practices in year 1 and 2.5 (min: 0 max: 10) visits in year 2. We collected chart data from 5292 patients. After adjustment for patient and provider characteristics, there was a 1.9 % (95 % confidence interval (CI): -2.9 to -0.9 %) and 4.2 % (95 % CI: -5.7 to -2.6 %) absolute decrease in mean adherence from baseline to intensive and sustainability years, respectively. CONCLUSIONS: IDOCC did not improve adherence to best-practice guidelines. Our results showed a small statistically significant decrease in mean adherence of questionable clinical significance. Potential reasons for this result include implementation challenges, competing priorities in practices, a broad focus on multiple chronic disease indicators, and use of an overall index of adherence. These results contrast with findings from previously reported facilitation trials and highlight the complexities and challenges of translating research findings into clinical practice. TRIAL REGISTRATION: ClinicalTrials.gov NCT00574808.",0,0,
89,A Research Agenda for High-Value Palliative Care,"Palliative care has catapulted from being misunderstood and viewed cautiously by many clinicians to being among the most sought-after services by health care systems nationwide. This is the greatest possible testimony to the field's potential value. However, because demand has quickly outstripped the supply of palliative care specialists (1), the field's ability to sustainably provide high-value care is paradoxically threatened by its own success. We propose a research agenda organized around 5 key questions on the optimal organization and allocation of limited resources in specialty palliative care to close the gap between the workforce and patient need. The Table provides important considerations and proposed approaches for addressing each research challenge. Amid a growing body of evidence on the potential value of specialty palliative care (2), we posit that answering these questions is essential to maximize value and inform much-needed policies to support such care (3).",0,0,
90,A Resolution for Physicians: Time to Focus on the Public Health Threat of Gun Violence,,0,0,
91,A review of family intervention guidelines for pediatric acquired brain injuries,"Pediatric acquired brain injury (BI) not only affects the child with the injury, but also greatly impacts their family. Studies suggest there are higher rates of caregiver and sibling psychological distress after a child in the family has sustained a BI. Also, family functioning after BI impacts the child's recovery. In reviewing the literature, we identified seven theoretical clinical guidelines for working with families of children and adolescents with BI. These clinical guidelines are as follows: (1) select developmentally appropriate interventions, (2) match the intervention to the family, (3) provide advocacy, (4) provide injury education, (5) focus on family realignment, (6) appropriately adjust the child's environment, and (7) provide skills training to the family and child. The existing research on family interventions for BI is reviewed within the context of these theoretical guidelines, and the empirical support for each guideline is subsequently evaluated using specific criteria for empirically supported treatments. Unfortunately, very few randomized controlled studies exist, and continued research is needed to classify all clinical guidelines as ""efficacious."" In addition, continued research will aid in informing professionals of specific approaches to utilize when working with a family of a child with BI. Currently, clinicians and researchers can turn to the existing clinical guidelines to help address the numerous barriers posed by implementing and studying family interventions for pediatric BI.",0,0,
92,A review of quantitative studies of adherence to mental health clinical practice guidelines,"Mental health clinical practice guidelines have proliferated, but there is little evidence regarding the degree to which they are actually implemented in clinical practice. The goal of this study was to locate and review all peer-reviewed reports published through 2000 that provide quantitative information on rates of adherence to specific mental health guidelines. A literature search yielded 41 pertinent studies. These studies were of three types: 26 were cross-sectional investigations performed after the release of guidelines, six were conducted before and after release of guidelines without any specific intervention (pre/post), and nine involved a controlled trial of a specific intervention. Only 37% were conducted in the mental health specialty sector. Adequate adherence was found in 27% of the cross-sectional and pre/post studies but in 67% of the controlled trials. Successful interventions tended to be complex, involving system redesign or additional resources. Only six of 13 investigations (46%) that also measured patient outcome found that better outcome was associated with greater guideline adherence. Several studies showed that after cessation of interventions, adherence rates returned to preintervention levels. Thus, evidence indicates that guideline adherence is not high without specific intervention, but that certain interventions (typically multifaceted and resource-intensive ones) improve adherence. However, the public health challenge is to design and implement interventions that are sustainable in general clinical practice.",0,0,
93,A review of the evidence for suboptimal compliance of healthcare practitioners to standard/universal infection control precautions,"AIMS: The review examines from international research: the extent to which practitioners comply with infection control precautions""; the pertinent issues that are considered influential in compliance; what strategies have been evaluated to instigate positive behaviour changes amongst practitioners and the effect of these interventions. BACKGROUND: Internationally, standard/universal precautions (UP) are regarded as fundamental in the prevention and control of infection, and effective in protecting practitioners and patients. However, adherence has been problematic and the practice of standard/UPs is globally suboptimal. DESIGN AND METHODS: Literature review where relevant evidence was identified using several electronic databases, from 1994 to 2006, with number of key terms utilized. Data were extracted by using key headings, which facilitated analysis. RESULTS: Thirty-seven studies were appraised. Twenty-four related to measuring practitioner compliance and 13 studies that evaluated the effect of a research intervention on compliance. In addition, other studies were included which examined the specific reasons for suboptimal compliance, or discussed infection control precautions generally. CONCLUSIONS: Compliance to infection control precautions is internationally suboptimal. The evidence confirms that compliance to specific aspects of standard/UPs varies, and practitioners are selective in their application of recommended practice. Compliance does improve following a structured intervention;"" however, research fails to indicate for how long the intervention affects practitioner compliance, or whether compliance after a period of time returns to the norm. Several reasons for non-compliance are discussed, and recommendations for future research are suggested. Relevance to clinical practice. Suboptimal compliance has significant implications for staff safety, patient protection and the care environment. Infection control teams and researchers need to consider the reasons for non-compliance and provide a supportive environment that is conducive to the routine, long-term application of standard precautions.",0,1,
94,A review of the literature on remote monitoring technology in incentive-based interventions for health-related behavior change.,"Use of technology (e.g., Internet, cell phones) to allow remote implementation of incentives interventions for health-related behavior change is growing. To our knowledge, there has yet to be a systematic review of this literature reported. The present report provides a systematic review of the controlled studies in which technology was used to remotely implement financial incentive interventions targeting substance use and other health behaviors published between 2004 and 2015. For inclusion in the review, studies had to use technology to remotely accomplish 1 of the following 2 aims, alone or in combination: (a) monitor the target behavior, or (b) deliver incentives for achieving the target goal. Studies also had to examine financial incentives (e.g., cash, vouchers) for health-related behavior change, be published in peer-reviewed journals, and include a research design that allowed evaluation of the efficacy of the incentive intervention relative to another condition (e.g., noncontingent incentives, treatment as usual). Of the 39 reports that met inclusion criteria, 18 targeted substance use, 10 targeted medication adherence or home-based health monitoring, and 11 targeted diet, exercise, or weight loss. All 39 (100%) studies used technology to facilitate remote monitoring of the target behavior, and 26 (66.7%) studies also incorporated technology in the remote delivery of incentives. Statistically significant intervention effects were reported in 71% of studies reviewed. Overall, the results offer substantial support for the efficacy of remotely implemented incentive interventions for health-related behavior change, which have the potential to increase the cost-effectiveness and reach of this treatment approach. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,0,
95,A review on laboratory tests' utilization: A trigger for cutting costs and quality improvement in health care settings,"BACKGROUND: Considering the role of laboratory tests as a central part of controlling health expenditure, this study intends to investigate laboratory tests overutilization in Iran to pave the way for future interventions. METHODS: Inappropriate laboratory utilization was reviewed in a cross-sectional survey through the retrospective analysis of 384 medical records at a tertiary center. To pave the way for future intervention, overutilization tests were classified into two categories, inappropriate and inefficient, and then they were analyzed. Frequency analysis was used to analysis patient's age, gender, hospital wards, length of stay, and diagnosis as well as inappropriate test and inefficient tests. RESULTS: A total of 143 (1.50 %) of the tests were inefficient and was ordered due to laboratory errors including hemolysis, inefficient sampling, or absurd results. 2522 (26.40%) of the tests were inappropriate and stem from failure to meet medical/clinical appropriateness criteria. CONCLUSION: Whereas, inappropriate test ordering was more frequent than inefficient tests, the initial improvement strategy should focus on physicians' test ordering behavior through conducting proper teaching strategies, ongoing audit and educational feedback, implementing health information technology tools and employing laboratory practice guidelines (LPGs) and testing algorithms. Conducting continuous quality improvement cycle for laboratory services and training of personnel involved in blood sampling is recommended for inefficient tests.",0,0,
96,A simple intervention to improve hospital antibiotic prescribing,"OBJECTIVE: To evaluate changes in prescribing behaviour after distribution of antibiotic guidelines printed on a 9 x 6 cm laminated card suitable for clipping to a hospital identification badge. INTERVENTION: Guidelines for appropriate antibiotic prescribing for 20 common and important paediatric infections were printed on a laminated 9 x 6 cm card suitable to clip to a hospital identification badge and distributed to all medical staff. DESIGN: We collected data from medical records for three marker conditions (tonsillitis, pneumonia, and orbital/periorbital cellulitis) on samples of patients from the six-month periods either side of the month in which the cards were distributed. Prescribers were unaware of the study and investigators analysed the prescriptions without knowledge of the period in which they were written. Prescriptions were rated for appropriate choice of antibiotic and appropriate dose. Data were also collected on antibiotic costs. MAIN OUTCOME MEASURES: Proportion of cases in which antibiotic choice was appropriate""; proportion of cases in which antibiotic dose was appropriate;"" annualised costs of third-generation cephalosporins. RESULTS: For tonsillitis there was little change in prescribing practice after the cards were introduced. For pneumonia, cases with appropriate choice increased from 77% to 92% (P = 0.028) and cases with appropriate dose increased from 48% to 81% (P = 0.001). For orbital/periorbital cellulitis, cases with appropriate choice increased from 19% to 78% (P < 0.001) and cases with appropriate dose increased from 30% to 51% (P = 0.11). Annualised costs of third-generation cephalosporins were $193 245 pre-cards and $89 814 post-cards. CONCLUSION: The cards appeared to have a beneficial effect on prescribing practice for the three marker conditions. This simple intervention is likely to be cost-effective and useful in reducing inappropriate use of antibiotics.",0,1,
97,A simple way to improve DVT protocol compliance,"Objective: To assess the impact on deep vein thrombosis (DVT) protocol violations of the introduction of a label attached to the patient's drug chart, which specifically allows low-dose subcutaneous heparin or thromboembolic deterrent stockings (TEDS) to be prescribed as appropriate.  Design: An audit study.  Setting: Department of General Surgery of a District General Hospital in the United Kingdom.  Method: All adult general surgical inpatients on a Weekday were studied. Staff were not forewarned of the studies. Patient details and risk factors for DVT were noted. Details of administered DVT prophylaxis were recorded. In total four separate studies were undertaken, namely: with original protocols (I), with refined protocol 1 and 3 years later (II, III) and finally after introduction of the label (IV).  Results: Protocol violations were defined as being ‘acceptable’ or ‘unacceptable’. Raising awareness between studies I and II reduced acceptable violations to zero. There was no statistically significant reduction in unacceptable violations (24 in 80 patients, 1""; 17 in 75, II;"" 13 in 60, III). In study IV, following introduction of the label, there were only 6 violations in 51 patients (p<0.02).  Conclusion: Combining increased awareness with the attachment of a label to the drug chart reduced unacceptable violations by 63%.",0,1,
98,"A snapshot of general practitioner attitudes, levels of confidence and self-reported paediatric asthma management practice","The prevalence of asthma in Australia is high. Previous findings have suggested that asthma management, particularly in primary care, remains suboptimal and recent government initiatives to improve asthma management and encourage the use of written asthma action plans (WAAPs) in general practice have been implemented. We aimed to assess the attitudes, confidence and self-reported paediatric asthma management practices of a convenience sample of Australian general practitioners (GPs). A baseline questionnaire was administered to GPs as part of a randomised controlled trial. General practitioners (GPs) were recruited from two areas of greater metropolitan Sydney, NSW between 2006 and 2008. Invitations were sent to an estimated 1200 potentially eligible GPs. Of 150 (12.5%) GPs that enrolled, 122 (10.2%) completed the baseline questionnaire. Though 89% were aware of the Australian National Asthma Guidelines, less than 40% were familiar with guideline recommendations. While 85.2% had positive attitudes towards WAAPs, only 45.1% reported providing them frequently. For children with frequent symptoms, 90% agreed they should prescribe daily, inhaled corticosteroids (ICS), and 83% reported currently prescribing ICS to such patients. These findings indicate gaps between GP attitudes and behaviours and highlights opportunities for interventions to improve paediatric asthma management.",0,0,
99,A statewide controlled trial intervention to reduce use of unproven or ineffective breast cancer care,"BACKGROUND: Challenged by public opinion, peers and the Congressional Budget Office, medical specialty societies have begun to develop ""Top Five"" lists of expensive procedures that do not provide meaningful benefit to at least some categories of patients for whom they are commonly ordered. The extent to which these lists have influenced the behavior of physicians or patients, however, remains unknown. METHODS: We partner with a statewide consortium of health systems to examine the effectiveness of two interventions: (i) ""basic"" public reporting and (ii) an ""enhanced"" intervention, augmenting public reporting with a smart phone-based application that gives providers just-in-time information, decision-making tools, and personalized patient education materials to support reductions in the use of eight breast cancer interventions targeted by Choosing Wisely(R) or oncology society guidelines. Our aims are: (1) to examine whether basic public reporting reduces use of targeted breast cancer practices among a contemporary cohort of patients with incident breast cancer in the intervention state relative to usual care in comparison states""; (2) to examine the effectiveness of the enhanced intervention relative to the basic intervention;"" and (3) to simulate cost savings forthcoming from nationwide implementation of both interventions. DISCUSSION: The results will provide rigorous evidence regarding the effectiveness of a unique all-payer, all-age public reporting system for influencing provider behavior that may be easily exportable to other states, and potentially also to large healthcare systems. Findings will be further relevant to the ACO environment, which is expected to provide financial disincentives for ineffective or unproven care. TRIAL REGISTRATION: ClinicalTrials.gov number pending.",0,1,
100,A study of factors associated with cost and variation in prescribing among GPs,"BACKGROUND: Inappropriate prescribing has the potential to harm both the individual and society. Previous research has identified doctor or demographic characteristics that influence prescribing variation but which were not amenable to change. OBJECTIVES: To identify modifiable factors associated with GP prescribing variance and cost. METHOD: Qualitative research methods were used in semi-structured taped interviews with 17 GPs in Avon, South West NHS Region, UK. RESULTS: GPs considered themselves cautious and conservative prescribers. Prescribing decisions often were justified by the prescriber, despite conflicting clinical or cost arguments. A personally developed drug formulary was used to reduce dilemmas potentially associated with prescribing uncertainty. Willingness to reflect upon, and measure, prescribing habits against set professional standards varied considerably. The absence of monitoring mechanisms of prescribing decisions, coupled with under utilization of the community pharmacist, resulted in uncertain prescribing outcomes. Some GPs found it difficult to keep up to date professionally due to perceived time constraints. Excessive patient demand was considered to influence their prescribing, but GPs stated that they were not unduly influenced by the drug representative. CONCLUSIONS: Prescribing makes a considerable impact on health and budgets and yet remains a contentious issue. Improved partnerships between patient, doctor and pharmacist must be established. Better prescribing decision monitoring and support through policy development and educational intervention is needed to reduce prescribing uncertainty. Newly established Primary Care Groups may need to reflect upon the difficulties facing prescribers, particularly when prescribing within cash-limited budgets, to avoid discord between prescribing behaviour and local policy development.",0,0,
101,A successful experiment to reduce unnecessary laboratory use in a community hospital,"A series of interventions at a 228-bed general hospital provided physicians with feedback at regular intervals concerning the amount of laboratory services employed in treating their patients. Case-mix-adjusted estimates of laboratory tests allowed each physician to compare use of laboratory tests with that of peers in the same department at the same hospital. Physicians with ""excess"" practice patterns ordered hundreds more laboratory tests than average each year. A multifaceted educational program included the following: 1) meetings were held concerning costs and unnecessary laboratory tests""; 2) physicians were given descriptions of their practice patterns relative to their peers as part of both large and small departmental discussions; 3) the feedback was repeated a year later; 4) a consensus conference established guidelines for test ordering;"" and 5) a sample of patient records was examined for appropriateness of laboratory test ordering. A total of 37% of a sample of tests ordered during the baseline period by physicians with ""excess"" practice patterns was classified as inappropriate. The intervention resulted in a reduction of 1.8 tests per patient (P = 0.0005). Eight of the nine tests individually showed reductions in use. Charge data from the target hospital showed a statistically significant reduction in laboratory charges per patient in the quarter following program initiation (P = 0.02) and no evidence for change in a group of five comparison hospitals. There was no evidence for reductions in the ordering of essential tests. These results demonstrate a cost-effective approach to reducing unnecessary costs that can be implemented in hospitals with integrated data systems.",0,1,
102,"A survey of tobacco-related knowledge, attitudes and behaviours of primary care providers in Mississippi","RATIONALE: Relative to other regions in the USA, Mississippi has a high prevalence of tobacco use and tobacco-related disease. This study assessed the tobacco-related knowledge, attitudes and intervention behaviours of family doctors, dentists and nurse practitioners in the state of Mississippi. METHODS: The Provider Attitude Survey, an 85-item measure of tobacco-related knowledge, attitudes and intervention behaviours was mailed to all members of Mississippi's Family Medicine, Dentistry and Nurse Practitioner professional organizations (N=2043). RESULTS: Over one-third (n=802, 39.2%) of eligible providers responded. Just 24.3% had received training in tobacco cessation and 33.7% were aware of the Public Health Service clinical practice guideline. Over 90% indicated that it was their role to prevent tobacco use""; felt rewarded when they helped patients quit;"" and were bothered and upset by the health effects of tobacco. Doctors assisted more patients than nurses or dentists. Doctors and nurses reported more self-efficacy, motivation and preparedness for treating tobacco use than dentists. Providers with training performed more interventions and reported more self-efficacy, preparedness and fewer barriers than those without training. Training was associated with greater increases in self-efficacy, preparedness and intervention behaviours for dentists than for the other groups. CONCLUSIONS: Despite a high prevalence of tobacco use and tobacco-related disease in Mississippi, primary care providers in Mississippi provide tobacco cessation interventions at an unacceptably low frequency relative to other regions. Training is likely to increase the frequency of intervention behaviours.",0,0,
103,A sustainable strategy to prevent misuse of antibiotics for acute respiratory infections,"Backgrounds Over 50% of antibiotics prescriptions are for outpatients with acute respiratory infections (ARI). Many of them are not needed and thus contribute both avoidable adverse events and pressures toward the development of bacterial resistance. Could a clinical decision support system (CDSS), interposed at the time of electronic prescription, adjust antibiotics utilization toward consensus treatment guidelines for ARI?  Methods This is a retrospective comparison of pre- (2002) and post-intervention (2003–2006) periods at two comprehensive health care systems (intervention and control). The intervention was a CDSS that targeted fluoroquinolone and azithromycin""; other antibiotics remained unrestricted. 7000 outpatients visits flagged by an ARI case-finding algorithm were reviewed for congruence with the guidelines (antibiotic prescribed-when-warranted or not-prescribed-when-unwarranted).  Results 3831 patients satisfied the case definitions for one or more ARI: pneumonia (537), bronchitis (2931), sinusitis (717) and non-specific ARI (145). All patients with pneumonia received antibiotics. The relative risk (RR) of congruent prescribing was 2.57 (95% CI?=?(1.865 to 3.540) in favor of the intervention site for the antibiotics targeted by the CDSS;"" congruence did not change for other antibiotics (adjusted RR?=?1.18 (95% CI?=?(0.691 to 2.011)). The proportion of unwarranted prescriptions of the targeted antibiotics decreased from 22% to 3%, pre vs. post-intervention (p<0.0001).  Conclusions A CDSS interposed at the time of e-prescription nearly extinguished unwarranted use targeted antibiotics for ARI for four years. This intervention highlights a path toward sustainable antibiotics stewardship for outpatients with ARI.",1,1,
104,A systematic qualitative analysis of psychoeducational interventions for depression in patients with cancer,"PURPOSE/OBJECTIVES: To determine whether research-based recommendations can be made about the clinical management of depression in patients with cancer. DATA SOURCES: Reports of scientific studies, qualitative or quantitative systematic reviews of scientific studies, and practice guidelines published from 1980-2000. DATA SYNTHESIS: In all, 36 pieces of evidence supported the conclusion that psychoeducational interventions benefit depressive symptoms. Evidence included two well-conducted meta-analyses and nine well-designed randomized clinical trials with large samples (N > 100). With regard to intervention content, 70% of behavior therapy studies and 66% of counseling studies drew conclusions that supported the hypothesis. In addition, 58% of studies that tested behavior therapy or counseling in combination with cancer education had positive results. CONCLUSIONS: The evidence supports the conclusion that psychoeducational interventions reduce depressive symptoms in patients with cancer and that behavior therapy or counseling alone or in combination with cancer education is beneficial. IMPLICATIONS FOR NURSING PRACTICE: Nurses can select from a variety of educational, behavioral, and counseling techniques to prevent or manage depression in their patients.",0,0,
105,A systematic review of clinical decision support systems for antimicrobial management: are we failing to investigate these interventions appropriately?,"OBJECTIVES: Clinical decision support systems (CDSS) for antimicrobial management can support clinicians to optimize antimicrobial therapy. We reviewed all original literature (qualitative and quantitative) to understand the current scope of CDSS for antimicrobial management and analyse existing methods used to evaluate and report such systems. METHOD: PRISMA guidelines were followed. Medline, EMBASE, HMIC Health and Management and Global Health databases were searched from 1 January 1980 to 31 October 2015. All primary research studies describing CDSS for antimicrobial management in adults in primary or secondary care were included. For qualitative studies, thematic synthesis was performed. Quality was assessed using Integrated quality Criteria for the Review Of Multiple Study designs (ICROMS) criteria. CDSS reporting was assessed against a reporting framework for behaviour change intervention implementation. RESULTS: Fifty-eight original articles were included describing 38 independent CDSS. The majority of systems target antimicrobial prescribing (29/38"";76%), are platforms integrated with electronic medical records (28/38;74%), and have a rules-based infrastructure providing decision support (29/38;""76%). On evaluation against the intervention reporting framework, CDSS studies fail to report consideration of the non-expert, end-user workflow. They have narrow focus, such as antimicrobial selection, and use proxy outcome measures. Engagement with CDSS by clinicians was poor. CONCLUSION: Greater consideration of the factors that drive non-expert decision making must be considered when designing CDSS interventions. Future work must aim to expand CDSS beyond simply selecting appropriate antimicrobials with clear and systematic reporting frameworks for CDSS interventions developed to address current gaps identified in the reporting of evidence.",0,1,
106,A systematic review of computer-based patient record systems and quality of care: more randomized clinical trials or a broader approach?,"PURPOSE: To analyse the impact of computer-based patient record systems (CBPRS) on medical practice, quality of care, and user and patient satisfaction. DATA SOURCES: Manual and electronic search of the Medline, Cochrane, and Embase databases. STUDY SELECTION: Selected articles were published from 2000 to March 2003. CBPRS was defined as computer software designed to be used by clinicians as a direct aid in clinical decision making. To be included, the systems should have recorded patient characteristics and offered online advice, or information or reminders specific to clinicians during the consultation. DATA EXTRACTION: Keywords used for the search were: electronic record, informatic record, electronic medical record, electronic patient record, patient order entry, computer-based patient system, clinical decision support systems, and evaluation. RESULTS: Twenty-six articles were selected. Use of a CBPRS was perceived favourably by physicians, with studies of satisfaction being mainly positive. A positive impact of CBPRS on preventive care was observed in all three studies where this criterion was examined. The 12 studies evaluating the impact on medical practice and guidelines compliance showed that positive experiences were as frequent as experiences showing no benefit. None of the six studies analysing the impact of CBPRS on patient outcomes reported any benefit. CONCLUSIONS: CBPRS increased user and patient satisfaction, which might lead to significant improvements in medical care practices. However, the studies on the impact of CBPRS on patient outcomes and quality of care were not conclusive. Alternative approaches considering social, cultural, and organizational factors may be needed to evaluate the usefulness of CBPRS.",0,0,
107,A systematic review of education for the prevention of HIV/AIDS among older adults,"Through a comprehensive literature search, the authors of this systematic review identified 21 articles focused on primary prevention of HIV/AIDS for adults aged 50 and over. Three major challenges to providing HIV/AIDS education for older adults include health professionals' ageism, older adults' reluctance to discuss sexuality, and their misconception of their HIV risk. Clinical guidelines for social workers, nurses, and physicians identified the importance of sharing information and assessing risk, considering cultural diversity, and devising creative delivery strategies. Three models of HIV/AIDS education include group education programs delivered by social workers or other health professionals, peer education models, and one-on-one early intervention models including HIV/AIDS testing. Additional outreach and research on HIV/AIDS prevention among older adults is needed.",0,0,
108,A systematic review of faculty development initiatives designed to improve teaching effectiveness in medical education: BEME Guide No. 8,"BACKGROUND: Preparing healthcare professionals for teaching is regarded as essential to enhancing teaching effectiveness. Although many reports describe various faculty development interventions, there is a paucity of research demonstrating their effectiveness. OBJECTIVE: To synthesize the existing evidence that addresses the question: ""What are the effects of faculty development interventions on the knowledge, attitudes and skills of teachers in medical education, and on the institutions in which they work?"" METHODS: The search, covering the period 1980-2002, included three databases (Medline, ERIC and EMBASE) and used the keywords: staff development""; in-service training; medical faculty; faculty training/development;"" continuing medical education. Manual searches were also conducted. Articles with a focus on faculty development to improve teaching effectiveness, targeting basic and clinical scientists, were reviewed. All study designs that included outcome data beyond participant satisfaction were accepted. From an initial 2777 abstracts, 53 papers met the review criteria. Data were extracted by six coders, using the standardized BEME coding sheet, adapted for our use. Two reviewers coded each study and coding differences were resolved through discussion. Data were synthesized using Kirkpatrick's four levels of educational outcomes. Findings were grouped by type of intervention and described according to levels of outcome. In addition, 8 high-quality studies were analysed in a 'focused picture'. RESULTS: The majority of the interventions targeted practicing clinicians. All of the reports focused on teaching improvement and the interventions included workshops, seminar series, short courses, longitudinal programs and 'other interventions'. The study designs included 6 randomized controlled trials and 47 quasi-experimental studies, of which 31 used a pre-test-post-test design. KEY POINTS: Despite methodological limitations, the faculty development literature tends to support the following outcomes: Overall satisfaction with faculty development programs was high. Participants consistently found programs acceptable, useful and relevant to their objectives. Participants reported positive changes in attitudes toward faculty development and teaching. Participants reported increased knowledge of educational principles and gains in teaching skills. Where formal tests of knowledge were used, significant gains were shown. Changes in teaching behavior were consistently reported by participants and were also detected by students. Changes in organizational practice and student learning were not frequently investigated. However, reported changes included greater educational involvement and establishment of collegiate networks. Key features of effective faculty development contributing to effectiveness included the use of experiential learning, provision of feedback, effective peer and colleague relationships, well-designed interventions following principles of teaching and learning, and the use of a diversity of educational methods within single interventions. Methodological issues: More rigorous designs and a greater use of qualitative and mixed methods are needed to capture the complexity of the interventions. Newer methods of performance-based assessment, utilizing diverse data sources, should be explored, and reliable and valid outcome measures should be developed. The maintenance of change over time should also be considered, as should process-oriented studies comparing different faculty development strategies. CONCLUSIONS: Faculty development activities appear highly valued by participants, who also report changes in learning and behavior. Notwithstanding the methodological limitations in the literature, certain program characteristics appear to be consistently associated with effectiveness. Further research to explore these associations and document outcomes, at the individual and organizational level, is required.",0,0,
109,A tailored intervention to implement guideline recommendations for elderly patients with depression in primary care: a pragmatic cluster randomised trial,"Background Elderly patients with depression are underdiagnosed, undertreated and run a high risk of a chronic course. General practitioners adhere to clinical practice guidelines to a limited degree. In the international research project Tailored Implementation for Chronic Diseases, we tested the effectiveness of tailored interventions to improve care for patients with chronic diseases. In Norway, we examined this approach to improve adherence to six guideline recommendations for elderly patients with depression targeting healthcare professionals, patients and administrators. Methods We conducted a cluster randomised trial in 80 Norwegian municipalities. We identified determinants of practice for six recommendations and subsequently tailored interventions to address these determinants. The interventions targeted healthcare professionals, administrators and patients and consisted of outreach visits, a website presenting the recommendations and the underlying evidence, tools to manage depression in the elderly and other web-based resources, including a continuous medical education course for general practitioners. The primary outcome was mean adherence to the recommendations. Secondary outcomes were improvement in depression symptoms as measured by patients and general practitioners. We offered outreach visits to all general practitioners and practice staff in the intervention municipalities. We used electronic software that extracted eligible patients from the general practitioners’ lists. We collected data by interviewing general practitioners or sending them a questionnaire about their practice for four patients on their list and by sending a questionnaire to the patients. Results One hundred twenty-four of the 900 general practitioners (14 %) participated in the data collection, 51 in the intervention group and 73 in the control group. We interviewed 77 general practitioners, 47 general practitioners completed the questionnaire, and 134 patients responded to the questionnaire. Amongst the general practitioners who provided data, adherence to the recommendations was 1.6 percentage points higher in the intervention group than in the control group (95 % CI -6 to 9). Conclusions The effectiveness of our tailored intervention to implement recommendations for elderly patients with depression in primary care is uncertain, due to the low response rate in the data collection. However, it is unlikely that the effect was large. It remains uncertain how best to improve adherence to evidence-based recommendations and thereby improve the quality of care for these patients. Trial registration ClinicalTrials.gov: NCT01913236.",0,1,
110,A Teachable Moment Communication Process for smoking cessation talk: description of a group randomized clinician-focused intervention,"BACKGROUND: Effective clinician-patient communication about health behavior change is one of the most important and most overlooked strategies to promote health and prevent disease. Existing guidelines for specific health behavior counseling have been created and promulgated, but not successfully adopted in primary care practice. Building on work focused on creating effective clinician strategies for prompting health behavior change in the primary care setting, we developed an intervention intended to enhance clinician communication skills to create and act on teachable moments for smoking cessation. In this manuscript, we describe the development and implementation of the Teachable Moment Communication Process (TMCP) intervention and the baseline characteristics of a group randomized trial designed to evaluate its effectiveness. METHODS/DESIGN: This group randomized trial includes thirty-one community-based primary care clinicians practicing in Northeast Ohio and 840 of their adult patients. Clinicians were randomly assigned to receive either the Teachable Moments Communication Process (TMCP) intervention for smoking cessation, or the delayed intervention. The TMCP intervention consisted of two, 3-hour educational training sessions including didactic presentation, skill demonstration through video examples, skills practices with standardized patients, and feedback from peers and the trainers. For each clinician enrolled, 12 patients were recruited for two time points. Pre- and post-intervention data from the clinicians, patients and audio-recorded clinicianpatient interactions were collected. At baseline, the two groups of clinicians and their patients were similar with regard to all demographic and practice characteristics examined. Both physician and patient recruitment goals were met, and retention was 96% and 94% respectively. DISCUSSION: Findings support the feasibility of training clinicians to use the Teachable Moments Communication Process. The next steps are to assess how well clinicians employ these skills within their practices and to assess the effect on patient outcomes. TRIAL REGISTRATION: ClinicalTrials.gov Identifier: NCT01575886.",0,0,
111,A telephone coaching intervention to improve asthma self-management behaviors,"Long recognizing that asthma, one of the most common chronic childhood diseases, is difficult to manage, the National Asthma Education Prevention Program developed clinical practice guidelines to assist health care providers, particularly those in the primary care setting. Yet, maintenance asthma care still fails to meet national standards. Therefore, in an attempt to improve and support asthma self-management behaviors for parents of children 5 to 12 years of age with persistent asthma, a novel nurse telephone coaching intervention was tested in a randomized, controlled trial. A detailed description of the intervention is provided along with parent satisfaction results, an overview of the training used to prepare the nurses, and a discussion of the challenges experienced and lessons learned.",0,0,
