openalex_id,doi,pmid,lens_id,label_included,label_abstract_included,Unnamed: 6,Unnamed: 7
https://openalex.org/w2164734679,https://doi.org/10.1186/1475-2875-11-29,,079-251-327-919-442,0,,,
https://openalex.org/w2794259480,https://doi.org/10.1007/s00500-018-3064-6,,,0,,,
https://openalex.org/w2908723734,https://doi.org/10.1145/3243274.3243297,,160-983-931-464-244,0,,,
https://openalex.org/w2738619056,https://doi.org/10.1021/acs.analchem.7b01025,,037-353-968-665-773,0,,,
https://openalex.org/w2766113359,https://doi.org/10.1016/j.aogh.2017.09.006,,092-046-219-233-273,0,,,
https://openalex.org/w2006290685,https://doi.org/10.1145/2514641.2514648,,013-263-195-197-196,0,,,
https://openalex.org/w1983290796,https://doi.org/10.1016/j.sste.2014.05.002,,012-078-614-612-171,1,,,
https://openalex.org/w2559297966,https://doi.org/10.1007/978-3-319-43148-2_11,,021-186-790-320-172,0,,,
https://openalex.org/w2898019802,https://doi.org/10.1016/j.ejso.2018.09.011,,025-569-101-196-457,0,,,
https://openalex.org/w2904845574,https://doi.org/10.5220/0007323004540460,,,0,,,
https://openalex.org/w2906877346,https://doi.org/10.1145/3289600.3291034,,055-085-315-579-899,0,,,
https://openalex.org/w2739490129,https://doi.org/10.48550/arxiv.1707.08616,,077-567-706-945-083,0,,,
https://openalex.org/w2795249025,,,,0,,,
https://openalex.org/w2895922737,https://doi.org/10.1515/9783110670707-002,,102-048-393-059-151,0,,,
https://openalex.org/w2882995261,https://doi.org/10.1145/3185516,,172-370-940-295-343,0,,,
https://openalex.org/w2767256424,https://doi.org/10.14311/nnw.2017.27.025,,000-550-182-049-442,0,,,
https://openalex.org/w2105582409,https://doi.org/10.1016/j.dss.2010.07.002,,,0,,,
https://openalex.org/w2610657167,https://doi.org/10.1109/ithings-greencom-cpscom-smartdata.2016.172,,162-372-083-477-244,0,,,
https://openalex.org/w2999595046,https://doi.org/10.1145/3313831.3376646,,013-149-508-205-136,0,,,
https://openalex.org/w2140356722,https://doi.org/10.1186/1471-2105-11-s1-s21,,062-167-707-253-444,0,,,
https://openalex.org/w2297840895,https://doi.org/10.1145/2815621,,071-581-131-237-942,0,,,
https://openalex.org/w2955401130,https://doi.org/10.1145/3314221.3314628,,024-294-640-770-263,0,,,
https://openalex.org/w4231557727,https://doi.org/10.1109/asonam.2016.7752293,,004-167-673-296-45X,0,,,
https://openalex.org/w2889877533,https://doi.org/10.5772/intechopen.72845,,036-217-833-149-154,0,,,
https://openalex.org/w2058759764,https://doi.org/10.1145/2789187.2789196,,058-790-391-416-074,0,,,
https://openalex.org/w1982981219,https://doi.org/10.1371/journal.pcbi.1003943,,132-487-781-174-672,0,,,
https://openalex.org/w3021661975,https://doi.org/10.1145/3366424.3384373,,134-716-029-317-777,0,,,
https://openalex.org/w2770629067,https://doi.org/10.1038/s41598-017-16521-z,,033-397-997-262-075,0,,,
https://openalex.org/w2565280182,https://doi.org/10.1186/s12859-016-1337-6,,033-539-709-098-065,0,,,
https://openalex.org/w2101616935,https://doi.org/10.1109/taslp.2014.2320637,,145-963-590-242-210,0,,,
https://openalex.org/w2053488713,https://doi.org/10.1145/2575788,,092-465-946-538-037,0,,,
https://openalex.org/w1965715492,https://doi.org/10.1145/2513456.2513464,,104-446-661-080-51X,0,,,
https://openalex.org/w2627050930,https://doi.org/10.1145/3062341.3062386,,067-965-755-877-751,0,,,
https://openalex.org/w2049229003,https://doi.org/10.1371/journal.pntd.0001648,,008-694-044-883-563,0,,,
https://openalex.org/w2940825498,https://doi.org/10.1371/journal.pone.0215600,,007-251-190-868-741,0,,,
https://openalex.org/w4243066065,https://doi.org/10.18535/jmscr/v4i1.33,,016-642-864-097-731,0,,,
https://openalex.org/w2987607344,https://doi.org/10.1145/3357384.3358060,,158-388-951-097-316,0,,,
https://openalex.org/w3023959414,https://doi.org/10.1016/b978-0-323-28665-7.00130-8,,,0,,,
https://openalex.org/w21279317,https://doi.org/10.1007/978-3-642-34478-7_35,,023-722-875-966-22X,0,,,
https://openalex.org/w2568728275,https://doi.org/10.1109/taslp.2016.2647713,,083-025-223-433-826,0,,,
https://openalex.org/w2966178198,https://doi.org/10.1039/c9sc02520k,,010-547-395-370-147,0,,,
https://openalex.org/w2094575675,https://doi.org/10.1001/jamaneurol.2013.1139,,022-005-743-379-172,0,,,
https://openalex.org/w2001235041,https://doi.org/10.1016/j.eswa.2010.07.068,,,1,,,
https://openalex.org/w2899951070,https://doi.org/10.1021/acscentsci.8b00447,,092-076-388-169-310,0,,,
https://openalex.org/w2899941129,https://doi.org/10.1145/3271553.3271620,,139-676-587-817-109,0,,,
https://openalex.org/w2025495244,https://doi.org/10.1109/bibm.2011.133,,141-272-243-507-773,0,,,
https://openalex.org/w2106149776,https://doi.org/10.1371/journal.pntd.0001235,,003-509-133-539-765,0,,,
https://openalex.org/w2614065986,https://doi.org/10.1145/3041021.3053056,,067-269-622-191-052,0,,,
https://openalex.org/w1982875664,https://doi.org/10.1186/1475-2875-13-221,,069-467-378-914-342,0,,,
https://openalex.org/w2535370137,https://doi.org/10.1145/2983323.2983683,,091-620-083-792-750,0,,,
https://openalex.org/w2772878507,https://doi.org/10.1130/abs/2017am-301761,,,0,,,
https://openalex.org/w2611168550,https://doi.org/10.1109/tcbb.2017.2701367,,055-353-425-297-524,0,,,
https://openalex.org/w1988908564,https://doi.org/10.5391/ijfis.2013.13.1.39,,011-715-566-059-537,0,,,
https://openalex.org/w2737314378,,,,0,,,
https://openalex.org/w2782385722,https://doi.org/10.1016/j.jchromb.2018.01.004,,,0,,,
https://openalex.org/w2944819949,,,,0,,,
https://openalex.org/w2763383283,https://doi.org/10.1016/j.scitotenv.2017.09.293,,,0,,,
https://openalex.org/w2808106219,,,,0,,,
https://openalex.org/w2500572799,https://doi.org/10.5005/jp/books/11899_14,,,0,,,
https://openalex.org/w2078871685,https://doi.org/10.1109/tcbb.2013.98,,008-023-795-681-404,0,,,
https://openalex.org/w2599264156,https://doi.org/10.1109/icictm.2016.7890783,,002-993-942-557-34X,0,,,
https://openalex.org/w2947221669,https://doi.org/10.1145/3314111.3323073,,075-144-398-872-339,0,,,
https://openalex.org/w4308326503,https://doi.org/10.1007/978-0-387-30164-8_452,,,0,,,
https://openalex.org/w2768689278,https://doi.org/10.1145/3091478.3162384,,017-598-677-639-639,0,,,
https://openalex.org/w3024194876,https://doi.org/10.3390/vaccines8020228,,036-155-967-547-755,0,,,
https://openalex.org/w2076334795,https://doi.org/10.1016/j.asoc.2014.01.019,,,0,,,
https://openalex.org/w183201499,,,,0,,,
https://openalex.org/w2080638317,https://doi.org/10.1007/s00726-014-1862-4,,020-438-218-077-142,0,,,
https://openalex.org/w2982339762,https://doi.org/10.1073/pnas.1903698116,,059-558-634-102-388,0,,,
https://openalex.org/w1966697044,https://doi.org/10.1001/jamapediatrics.2015.0291,,048-658-351-666-22X,0,,,
https://openalex.org/w2951114369,https://doi.org/10.1145/3325112.3325231,,085-216-795-903-402,0,,,
https://openalex.org/w2929307827,https://doi.org/10.1109/citsm.2018.8674364,,068-829-029-358-850,1,,,
https://openalex.org/w2592383921,,,,1,,,
https://openalex.org/w2084624217,https://doi.org/10.1145/2470654.2481308,,015-612-198-581-391,0,,,
https://openalex.org/w2493217319,https://doi.org/10.1021/acssynbio.6b00150,,022-653-332-224-294,0,,,
https://openalex.org/w2526538213,https://doi.org/10.1145/2964284.2971472,,028-550-443-030-421,0,,,
https://openalex.org/w2036919078,https://doi.org/10.1016/j.dss.2012.09.018,,,0,,,
https://openalex.org/w2055821135,https://doi.org/10.1016/j.infrared.2014.06.001,,052-889-667-011-29X,0,,,
https://openalex.org/w2973128481,https://doi.org/10.1007/s13365-019-00791-6,,,0,,,
https://openalex.org/w2046890182,https://doi.org/10.1109/ds-rt.2013.37,,047-059-564-994-752,0,,,
https://openalex.org/w2904353462,https://doi.org/10.1109/micro.2018.00050,,184-916-275-688-274,0,,,
https://openalex.org/w1992441872,https://doi.org/10.1109/icisa.2013.6579446,,002-226-474-516-995,0,,,
https://openalex.org/w1990491112,https://doi.org/10.1186/1471-2431-11-5,,149-639-922-506-050,0,,,
https://openalex.org/w2885744227,https://doi.org/10.1016/j.chom.2018.07.009,,083-522-763-762-978,0,,,
https://openalex.org/w2111620266,https://doi.org/10.1109/tcbb.2011.105,,128-864-048-900-439,0,,,
https://openalex.org/w2973877475,https://doi.org/10.1145/3348445.3348461,,079-023-966-184-214,0,,,
https://openalex.org/w2906904975,https://doi.org/10.1186/s12864-018-5282-9,,007-037-400-004-97X,0,,,
https://openalex.org/w2971492877,https://doi.org/10.3389/fgene.2019.00922,,064-035-228-896-15X,1,,,
https://openalex.org/w2507538451,https://doi.org/10.1186/s12859-016-1114-6,,016-940-362-261-664,0,,,
https://openalex.org/w2972108820,https://doi.org/10.1117/12.2524681,,038-312-164-929-150,1,,,
https://openalex.org/w1496162655,https://doi.org/10.48550/arxiv.1304.0342,,,0,,,
https://openalex.org/w2027709029,https://doi.org/10.1016/j.procs.2011.01.022,,012-396-428-420-17X,1,,,
https://openalex.org/w4230912756,https://doi.org/10.1371/image.pntd.v04.i12,,048-781-161-620-726,0,,,
https://openalex.org/w2979847719,https://doi.org/10.1145/3351529.3360650,,001-436-492-868-491,0,,,
https://openalex.org/w1992879732,https://doi.org/10.1109/taslp.2014.2361023,,002-686-521-338-552,0,,,
https://openalex.org/w1980679406,https://doi.org/10.1145/2699343.2699355,,031-569-266-964-570,0,,,
https://openalex.org/w2768094726,https://doi.org/10.1001/jamaneurol.2017.3196,,073-554-025-819-622,0,,,
https://openalex.org/w2948796520,https://doi.org/10.3390/ijerph16111992,,067-939-879-291-403,0,,,
https://openalex.org/w3043208496,https://doi.org/10.1021/acsinfecdis.0c00196,,039-061-048-655-212,0,,,
https://openalex.org/w1985715851,https://doi.org/10.4172/2324-9307.1000109,,,1,,,
https://openalex.org/w2043030399,https://doi.org/10.1002/chin.199737336,,076-669-958-930-700,0,,,
https://openalex.org/w3011313503,https://doi.org/10.1017/9781107338548.009,,,0,,,
https://openalex.org/w2048082149,https://doi.org/10.1145/2141622.2141669,,004-646-052-701-852,0,,,
https://openalex.org/w566847756,https://doi.org/10.1007/978-3-319-11179-7_55,,075-543-858-371-534,0,,,
https://openalex.org/w2808945087,https://doi.org/10.1371/journal.pntd.0006587,,013-046-010-562-716,1,,,
https://openalex.org/w2014828800,https://doi.org/10.1016/j.dci.2011.10.011,,001-549-363-699-573,0,,,
https://openalex.org/w2946899562,https://doi.org/10.1109/icit.2018.00019,,051-980-539-951-181,1,,,
https://openalex.org/w3160337168,https://doi.org/10.3389/fpubh.2021.626697,,103-579-814-470-23X,1,,,
https://openalex.org/w2782704219,https://doi.org/10.1109/sai.2017.8252101,,009-321-513-043-378,1,,,
https://openalex.org/w2530748432,https://doi.org/10.1145/2968456.2968457,,039-531-602-680-583,0,,,
https://openalex.org/w2805939454,,,,1,,,
https://openalex.org/w2887472114,https://doi.org/10.1186/s12936-018-2440-0,,038-923-120-572-252,0,,,
https://openalex.org/w351354842,https://doi.org/10.1007/978-3-319-11179-7_37,,028-469-295-661-214,0,,,
https://openalex.org/w2981181820,https://doi.org/10.4103/ajim.ajim_3_19,,170-455-524-721-008,0,,,
https://openalex.org/w2804657653,https://doi.org/10.1038/s41467-018-04209-5,,012-366-220-197-856,0,,,
https://openalex.org/w2793855602,https://doi.org/10.18535/jmscr/v6i2.141,,129-566-780-179-137,0,,,
https://openalex.org/w2789307551,https://doi.org/10.1145/3172944.3172968,,128-957-383-864-626,0,,,
https://openalex.org/w2991510114,https://doi.org/10.1201/9780367811037-27,,,0,,,
https://openalex.org/w2963454409,https://doi.org/10.3389/fphar.2019.00913,,003-614-576-735-225,0,,,
https://openalex.org/w3033923181,https://doi.org/10.1002/biot.202000121,,038-429-752-317-977,0,,,
https://openalex.org/w2286463335,https://doi.org/10.1186/s12936-016-1149-1,,017-514-027-901-550,0,,,
https://openalex.org/w2140253530,https://doi.org/10.1017/s0031182013000450,,099-960-976-634-209,0,,,
https://openalex.org/w2805129832,https://doi.org/10.1371/journal.pntd.0006554,,056-439-688-156-540,0,,,
https://openalex.org/w2898635820,https://doi.org/10.1145/3274250.3275111,,124-875-736-936-126,0,,,
https://openalex.org/w2068017884,https://doi.org/10.1001/jama.2009.1929,,084-389-767-466-240,0,,,
https://openalex.org/w3048218176,https://doi.org/10.1201/9781003003496-9,,,0,,,
https://openalex.org/w2008528214,https://doi.org/10.1145/2024288.2024308,,028-420-143-471-131,0,,,
https://openalex.org/w2995258213,https://doi.org/10.1111/srt.12822,,009-287-730-586-591,0,,,
https://openalex.org/w2771918349,https://doi.org/10.1109/iccvw.2017.22,,031-743-819-274-440,1,,,
https://openalex.org/w3021474914,https://doi.org/10.1042/bcj20200176,,121-917-136-725-011,0,,,
https://openalex.org/w2147912840,,,,0,,,
https://openalex.org/w2766460149,https://doi.org/10.1007/978-3-319-68612-7_2,,010-864-324-731-354,0,,,
https://openalex.org/w837156963,https://doi.org/10.1371/journal.pntd.0003908,,076-540-447-998-554,0,,,
https://openalex.org/w1462543189,,,,0,,,
https://openalex.org/w3012425040,https://doi.org/10.1101/2020.03.18.997320,,030-107-041-825-585,0,,,
https://openalex.org/w23307947,https://doi.org/10.1007/978-1-4899-7448-8_8,,179-337-812-306-087,0,,,
https://openalex.org/w2937944888,https://doi.org/10.1109/cbms49503.2020.00038,,001-200-015-296-303,1,,,
https://openalex.org/w2795706228,https://doi.org/10.1097/qai.0000000000001687,,060-900-260-512-425,0,,,
https://openalex.org/w4253030222,https://doi.org/10.1109/twinpeaks.2015.9,,198-870-566-243-213,0,,,
https://openalex.org/w2170572125,https://doi.org/10.1093/jpids/pis089,,046-165-070-603-427,0,,,
https://openalex.org/w4235648037,https://doi.org/10.1371/image.pntd.v05.i03,,015-741-559-416-537,0,,,
https://openalex.org/w1548821622,https://doi.org/10.22435/aspirator.v7i1.3654.13-22,,,0,,,
https://openalex.org/w2982102024,https://doi.org/10.1109/taslp.2019.2948730,,087-309-969-553-197,0,,,
https://openalex.org/w7098593199,,,,1,,,
https://openalex.org/w3043411475,https://doi.org/10.3390/ijerph17145145,,058-677-454-142-118,0,,,
https://openalex.org/w2783313494,https://doi.org/10.1109/icmla.2017.0-114,,095-966-114-846-381,0,,,
https://openalex.org/w2084196237,https://doi.org/10.1371/journal.pntd.0003165,,087-256-004-172-746,0,,,
https://openalex.org/w142068200,,,,0,,,
https://openalex.org/w2513642508,https://doi.org/10.1007/978-3-319-44944-9_1,,011-555-644-893-544,0,,,
https://openalex.org/w2152248594,https://doi.org/10.1145/1979742.1979802,,018-732-204-385-051,0,,,
https://openalex.org/w2995869046,https://doi.org/10.1145/3368756.3369042,,084-240-749-401-405,0,,,
https://openalex.org/w2089633998,https://doi.org/10.1155/2013/905043,,082-211-409-327-047,0,,,
https://openalex.org/w1976882280,https://doi.org/10.1007/s12064-010-0114-8,,,0,,,
https://openalex.org/w2557382113,https://doi.org/10.1145/3001913.3001917,,101-131-796-972-456,0,,,
https://openalex.org/w2603725079,https://doi.org/10.1007/s11192-017-2346-6,,044-630-466-865-544,0,,,
https://openalex.org/w2792849514,https://doi.org/10.1109/taslp.2018.2816241,,062-232-351-569-971,0,,,
https://openalex.org/w2033261174,https://doi.org/10.1016/j.biosystems.2015.04.007,,029-771-358-900-969,0,,,
https://openalex.org/w2188634296,,,,1,,,
https://openalex.org/w2345260763,https://doi.org/10.1007/978-3-319-25471-5_16,,010-730-807-985-793,0,,,
https://openalex.org/w1971741835,https://doi.org/10.4137/bbi.s13402,,014-465-228-362-576,0,,,
https://openalex.org/w2893256894,https://doi.org/10.3390/tropicalmed3040118,,019-899-920-248-200,0,,,
https://openalex.org/w2947001607,https://doi.org/10.4103/1995-7645.259241,,004-465-412-165-81X,0,,,
https://openalex.org/w4210687856,https://doi.org/10.31525/ct1-nct04285034,,032-969-691-065-399,0,,,
https://openalex.org/w2556027732,https://doi.org/10.15265/iy-2016-047,,003-844-114-212-984,0,,,
https://openalex.org/w2948720687,https://doi.org/10.1016/j.mri.2019.06.001,,,0,,,
https://openalex.org/w3001319889,https://doi.org/10.1109/iccke48569.2019.8964846,,115-725-751-732-834,0,,,
https://openalex.org/w1881388394,https://doi.org/10.5120/ijca2015905632,,072-494-802-236-598,0,,,
https://openalex.org/w2879432308,https://doi.org/10.1145/3209219.3209236,,029-501-396-422-427,0,,,
https://openalex.org/w2990528574,https://doi.org/10.1186/s40249-019-0612-y,,028-997-898-215-01X,0,,,
https://openalex.org/w2735186627,https://doi.org/10.1145/3091478.3091508,,015-080-410-250-158,0,,,
https://openalex.org/w2885000039,https://doi.org/10.1109/isca.2018.00025,,087-031-294-800-335,0,,,
https://openalex.org/w2276809822,https://doi.org/10.1145/2736700,,079-788-364-908-902,0,,,
https://openalex.org/w2901282567,https://doi.org/10.1109/icoict.2018.8528782,,096-962-709-070-058,0,,,
https://openalex.org/w2902600654,https://doi.org/10.1371/journal.pntd.0006935,,028-817-938-146-354,0,,,
https://openalex.org/w2508821345,https://doi.org/10.1109/chase.2016.18,,074-766-073-458-068,0,,,
https://openalex.org/w3031336351,https://doi.org/10.1145/3334480.3383039,,012-831-131-710-735,0,,,
https://openalex.org/w2112940647,https://doi.org/10.1145/2591676,,115-577-885-553-637,0,,,
https://openalex.org/w2558102600,https://doi.org/10.1016/j.tim.2016.11.012,,,0,,,
https://openalex.org/w2045072234,https://doi.org/10.14778/2168651.2168653,,070-117-014-968-433,0,,,
https://openalex.org/w2990816971,https://doi.org/10.1201/9780367811037-38,,,0,,,
https://openalex.org/w1572747054,https://doi.org/10.1002/9781444345384.ch61,,,0,,,
https://openalex.org/w3122225196,,,,0,,,
https://openalex.org/w2750994397,,,,1,,,
https://openalex.org/w2520030234,https://doi.org/10.1371/journal.pcbi.1005109,,003-763-816-170-403,0,,,
https://openalex.org/w2805236481,https://doi.org/10.1145/3209281.3209367,,131-433-037-540-064,0,,,
https://openalex.org/w4394172935,https://doi.org/10.6084/m9.figshare.7066658,,039-750-478-863-138,0,,,
https://openalex.org/w2943554574,https://doi.org/10.1109/taslp.2019.2913512,,038-942-491-307-267,0,,,
https://openalex.org/w3003475284,https://doi.org/10.1109/access.2020.2970023,,013-770-302-419-062,0,,,
https://openalex.org/w1973851050,https://doi.org/10.1186/1471-2334-14-115,,064-693-795-696-52X,0,,,
https://openalex.org/w2883681960,https://doi.org/10.1007/s10072-018-3510-3,,,0,,,
https://openalex.org/w2103581045,https://doi.org/10.2174/092986712802884259,,023-334-804-980-329,0,,,
https://openalex.org/w159914634,https://doi.org/10.15588/1607-3274-2010-1-20,,043-950-005-186-65X,0,,,
https://openalex.org/w2997486186,https://doi.org/10.1109/taslp.2019.2957883,,074-348-093-179-638,0,,,
https://openalex.org/w2618052584,https://doi.org/10.1145/3019612.3019817,,032-225-137-029-487,0,,,
https://openalex.org/w1974242110,https://doi.org/10.1186/1756-0500-4-504,,024-627-649-216-448,0,,,
https://openalex.org/w2022647735,https://doi.org/10.1145/2830544.2830548,,021-882-580-508-029,0,,,
https://openalex.org/w3010963587,https://doi.org/10.1186/s12936-020-03173-0,,021-491-702-143-040,0,,,
https://openalex.org/w2600684694,https://doi.org/10.1055/s-0037-1601339,,061-805-532-450-573,0,,,
https://openalex.org/w2040787044,https://doi.org/10.1001/jama.2009.2023,,123-185-302-096-110,0,,,
https://openalex.org/w2767583843,https://doi.org/10.1145/3136755.3137027,,053-585-508-613-692,0,,,
https://openalex.org/w2032743430,https://doi.org/10.1145/1882992.1883077,,101-907-940-716-728,0,,,
https://openalex.org/w3033566280,https://doi.org/10.14745/ccdr.v46i06a05,,145-210-045-429-323,0,,,
https://openalex.org/w2902713094,https://doi.org/10.1007/978-1-4939-8891-4_16,,070-291-764-857-509,0,,,
https://openalex.org/w2785245435,https://doi.org/10.1148/radiol.2017172407,,,0,,,
https://openalex.org/w4241626836,https://doi.org/10.1007/978-1-4614-8757-9_94-1,,,0,,,
https://openalex.org/w85805926,https://doi.org/10.4172/2090-2778.1000121,,063-581-994-869-478,0,,,
https://openalex.org/w2738228877,https://doi.org/10.1007/s12539-017-0254-3,,,0,,,
https://openalex.org/w4248330350,https://doi.org/10.3410/f.9380958.10011056,,,0,,,
https://openalex.org/w2738627448,https://doi.org/10.1007/978-3-319-67389-9_25,,001-546-877-887-551,0,,,
https://openalex.org/w3042245679,https://doi.org/10.1145/3386392.3402436,,083-014-842-027-313,0,,,
https://openalex.org/w2953497237,https://doi.org/10.1016/s2352-3018(19)30139-0,,019-576-614-802-836,0,,,
https://openalex.org/w2033227606,https://doi.org/10.1145/2487575.2488195,,024-993-924-515-961,0,,,
https://openalex.org/w2606295638,https://doi.org/10.1371/journal.pntd.0005535,,049-197-461-890-115,0,,,
https://openalex.org/w2946241506,https://doi.org/10.1145/3308560.3316602,,105-755-803-745-771,0,,,
https://openalex.org/w2058482351,https://doi.org/10.1109/icccct.2010.5670743,,003-214-017-468-666,0,,,
https://openalex.org/w2944880973,https://doi.org/10.1016/j.asoc.2019.105487,,,0,,,
https://openalex.org/w2901944617,https://doi.org/10.1016/j.watres.2018.11.063,,032-553-460-832-774,0,,,
https://openalex.org/w2951920403,https://doi.org/10.1145/3292500.3330974,,125-336-562-449-902,0,,,
https://openalex.org/w2725818073,https://doi.org/10.1049/iet-cvi.2016.0425,,083-611-091-215-748,0,,,
https://openalex.org/w2737128870,https://doi.org/10.1111/tmi.12932,,000-900-974-427-744,0,,,
https://openalex.org/w2099289231,https://doi.org/10.1145/2338966.2336805,,024-192-233-079-232,0,,,
https://openalex.org/w3118364612,https://doi.org/10.21203/rs.3.rs-24311/v1,,055-791-608-933-802,0,,,
https://openalex.org/w2289971496,https://doi.org/10.1007/978-3-642-40728-4_61,,120-738-171-314-242,0,,,
https://openalex.org/w2531239682,,,,0,,,
https://openalex.org/w2695559054,https://doi.org/10.3201/eid2308.162028,,103-020-690-904-157,0,,,
https://openalex.org/w2460210783,https://doi.org/10.5588/ijtld.14.0957,,008-140-484-049-420,0,,,
https://openalex.org/w2914188192,https://doi.org/10.1145/3308558.3313544,,177-727-424-335-75X,0,,,
https://openalex.org/w2491537209,https://doi.org/10.9734/ijtdh/2016/26995,,,0,,,
https://openalex.org/w3045012301,https://doi.org/10.1186/s12859-020-03646-8,,064-302-167-573-640,0,,,
https://openalex.org/w2411407183,https://doi.org/10.1001/jamaneurol.2016.1399,,028-767-325-708-235,0,,,
https://openalex.org/w2955006420,https://doi.org/10.1201/9780429276736-2,,,0,,,
https://openalex.org/w2071661870,https://doi.org/10.1109/icorr.2013.6650454,,005-530-228-983-868,0,,,
https://openalex.org/w2121752784,https://doi.org/10.1109/fskd.2011.6019745,,086-619-865-234-041,0,,,
https://openalex.org/w1630954093,https://doi.org/10.48550/arxiv.1108.1045,,,1,,,
https://openalex.org/w2048713687,https://doi.org/10.1145/2786805.2803200,,045-916-592-969-790,0,,,
https://openalex.org/w2806302025,https://doi.org/10.1186/s12936-018-2364-8,,039-316-493-663-140,0,,,
https://openalex.org/w2280156872,https://doi.org/10.1089/brain.2015.0350,,034-305-630-216-289,0,,,
https://openalex.org/w2943288764,https://doi.org/10.7717/peerj.6857,,073-124-061-771-136,0,,,
https://openalex.org/w2495127930,https://doi.org/10.1007/978-3-319-92336-9_12,,027-259-673-203-543,0,,,
https://openalex.org/w2792287072,https://doi.org/10.29387/ms.2014.2.3.126-129,,,0,,,
https://openalex.org/w2042973365,https://doi.org/10.1145/2492517.2500231,,044-524-604-805-314,0,,,
https://openalex.org/w4252669702,https://doi.org/10.3410/f.3039963.2721064,,,0,,,
https://openalex.org/w2064370471,https://doi.org/10.1371/journal.pntd.0003479,,073-127-626-048-206,0,,,
https://openalex.org/w344226538,https://doi.org/10.4155/fmc.15.30,,003-393-450-541-234,0,,,
https://openalex.org/w2962941624,,,,0,,,
https://openalex.org/w4323285606,https://doi.org/10.18178/ijmlc.2018.8.4.718,,194-282-427-756-127,0,,,
https://openalex.org/w3002729157,https://doi.org/10.7860/jcdr/2020/43000.13408,,017-429-798-133-741,0,,,
https://openalex.org/w2143940456,https://doi.org/10.1145/2488388.2488439,,105-129-546-753-317,0,,,
https://openalex.org/w2909107632,https://doi.org/10.1109/icmla.2018.00214,,102-707-337-769-075,0,,,
https://openalex.org/w2781728267,https://doi.org/10.1002/jbio.201700279,,067-271-899-762-295,0,,,
https://openalex.org/w3040401834,https://doi.org/10.1109/iccsea49143.2020.9132939,,080-524-597-327-857,0,,,
https://openalex.org/w2531643192,https://doi.org/10.1007/978-3-319-47955-2_21,,086-192-215-126-962,1,,,
https://openalex.org/w2294941248,https://doi.org/10.1139/gen-2015-0163,,008-045-313-866-420,0,,,
https://openalex.org/w2884491430,https://doi.org/10.1145/3231168,,,0,,,
https://openalex.org/w2731773087,https://doi.org/10.1109/ccgrid.2017.146,,037-342-792-796-871,0,,,
https://openalex.org/w1986884571,https://doi.org/10.1016/j.asoc.2009.11.034,,,0,,,
https://openalex.org/w3099681196,https://doi.org/10.5194/egusphere-egu2020-6532,,093-463-349-631-61X,0,,,
https://openalex.org/w2900113977,https://doi.org/10.1038/s41598-018-35033-y,,072-114-180-143-524,0,,,
https://openalex.org/w2337675972,https://doi.org/10.1118/1.4944738,,060-305-756-721-355,0,,,
https://openalex.org/w3007990236,https://doi.org/10.36295/asro.2019.221230,,,0,,,
https://openalex.org/w2731739031,https://doi.org/10.1145/3079452.3079491,,123-923-563-772-879,0,,,
https://openalex.org/w2534797710,https://doi.org/10.1145/2971485.2971561,,023-770-730-612-03X,0,,,
https://openalex.org/w1588064385,https://doi.org/10.5772/57210,,,0,,,
https://openalex.org/w2806152525,https://doi.org/10.1145/3205977.3205984,,071-162-996-771-232,0,,,
https://openalex.org/w1987308257,https://doi.org/10.1371/journal.pone.0037245,,116-500-697-063-017,1,,,
https://openalex.org/w2140874466,https://doi.org/10.1261/rna.2536111,,025-080-239-009-614,0,,,
https://openalex.org/w1927503436,https://doi.org/10.1016/j.jbi.2015.08.019,,083-940-619-079-834,0,,,
https://openalex.org/w2883631668,https://doi.org/10.1080/09603123.2018.1496234,,006-644-858-472-36X,1,,,
https://openalex.org/w2295316334,https://doi.org/10.1145/2818346.2820770,,044-226-707-568-125,0,,,
https://openalex.org/w2320480424,https://doi.org/10.1021/nn5049987,,048-488-843-977-439,0,,,
https://openalex.org/w2984720749,https://doi.org/10.7554/elife.23699.015,,,0,,,
https://openalex.org/w2062364629,https://doi.org/10.1007/s00062-014-0348-9,,,0,,,
https://openalex.org/w2170210037,https://doi.org/10.1002/minf.201400139,,049-099-706-858-764,0,,,
https://openalex.org/w2460506578,https://doi.org/10.1016/j.actatropica.2016.06.029,,,0,,,
https://openalex.org/w2115351511,https://doi.org/10.1145/2390848.2390852,,111-117-728-132-561,0,,,
https://openalex.org/w2346006176,https://doi.org/10.1145/2908812.2908941,,131-875-039-229-702,0,,,
https://openalex.org/w2007770355,https://doi.org/10.1145/1957656.1957788,,043-338-004-009-650,0,,,
https://openalex.org/w2143102922,https://doi.org/10.1001/archneurol.2010.318,,090-906-853-057-275,0,,,
https://openalex.org/w2015103117,https://doi.org/10.1109/tmi.2014.2350539,,044-361-980-251-665,0,,,
https://openalex.org/w2883565187,https://doi.org/10.1145/3217804.3217912,,189-414-054-594-380,0,,,
https://openalex.org/w651043939,https://doi.org/10.1002/9781118266502,,,0,,,
https://openalex.org/w3007027987,https://doi.org/10.21079/11681/35618,,,0,,,
https://openalex.org/w2770357501,,,,0,,,
https://openalex.org/w2993009582,https://doi.org/10.1145/3362966.3362972,,054-896-532-593-075,0,,,
https://openalex.org/w2494099403,https://doi.org/10.1145/2851613.2851643,,056-526-976-224-830,0,,,
