id,id_type,label_included
8955967,pmid,0
8955968,pmid,0
8956390,pmid,0
8956391,pmid,0
8956394,pmid,0
8957972,pmid,0
8958487,pmid,0
8959160,pmid,0
8959199,pmid,0
8961492,pmid,0
8965885,pmid,0
8968175,pmid,0
8968197,pmid,0
8969879,pmid,0
8971431,pmid,0
8975567,pmid,0
8975568,pmid,0
8982890,pmid,0
8983321,pmid,0
8984084,pmid,0
8984864,pmid,0
8986972,pmid,0
8987041,pmid,0
8988384,pmid,0
8996465,pmid,0
8997460,pmid,0
8999611,pmid,0
9001475,pmid,0
9002589,pmid,0
9006618,pmid,0
9010652,pmid,0
9010653,pmid,0
9010701,pmid,0
9010943,pmid,0
9012294,pmid,0
9012303,pmid,0
9013162,pmid,0
9013369,pmid,0
9019062,pmid,0
9023498,pmid,0
9028752,pmid,0
9028977,pmid,0
9034418,pmid,0
9037996,pmid,0
9037997,pmid,0
9038439,pmid,0
9038463,pmid,0
9038464,pmid,0
9038465,pmid,0
9040715,pmid,0
9040811,pmid,0
9040914,pmid,0
9046313,pmid,0
9050533,pmid,0
9050630,pmid,0
9051539,pmid,0
9051543,pmid,0
9059197,pmid,0
9059198,pmid,0
9059199,pmid,0
9059210,pmid,0
9060030,pmid,0
9061094,pmid,0
9061100,pmid,0
9061102,pmid,0
9061103,pmid,0
9061105,pmid,0
9061108,pmid,0
9062602,pmid,0
9062618,pmid,0
9063048,pmid,0
9066229,pmid,0
9066324,pmid,0
9069753,pmid,0
9074573,pmid,0
9075033,pmid,0
9075493,pmid,0
9083166,pmid,0
9084525,pmid,0
9084539,pmid,0
9084945,pmid,0
9084947,pmid,0
9085303,pmid,0
9085304,pmid,0
9087187,pmid,0
9088813,pmid,0
9088816,pmid,0
9089852,pmid,0
9092278,pmid,0
9092847,pmid,0
9093740,pmid,0
9100396,pmid,0
9104516,pmid,0
9104518,pmid,0
9104519,pmid,0
9104663,pmid,0
9105246,pmid,0
9107526,pmid,0
9112708,pmid,0
9113175,pmid,0
9113177,pmid,0
9120965,pmid,0
9121810,pmid,0
9121823,pmid,0
9132032,pmid,0
9132194,pmid,0
9132630,pmid,0
9135180,pmid,0
9135193,pmid,0
9135312,pmid,0
9135342,pmid,0
9138761,pmid,0
9150291,pmid,0
9150295,pmid,0
9150772,pmid,0
9161655,pmid,0
9166993,pmid,0
9167372,pmid,0
9167373,pmid,0
9168213,pmid,0
9168214,pmid,0
9168216,pmid,0
9172009,pmid,0
9172021,pmid,0
9172024,pmid,0
9181154,pmid,0
9181158,pmid,0
9183421,pmid,0
9183422,pmid,0
9186022,pmid,0
9187779,pmid,0
9188029,pmid,0
9190320,pmid,0
9190322,pmid,0
9190323,pmid,0
9190324,pmid,0
9193930,pmid,0
9195026,pmid,0
9196156,pmid,0
9197296,pmid,0
9197945,pmid,0
9200170,pmid,0
9200172,pmid,0
9202548,pmid,0
9202910,pmid,0
9203881,pmid,0
9203892,pmid,0
9205657,pmid,0
9207871,pmid,0
9212478,pmid,0
9215016,pmid,0
9220207,pmid,0
9220215,pmid,0
9220504,pmid,0
9223200,pmid,0
9223201,pmid,0
9224487,pmid,0
9226732,pmid,0
9227003,pmid,0
9229164,pmid,0
9231864,pmid,0
9232133,pmid,0
9236751,pmid,0
9236756,pmid,0
9236757,pmid,0
9240172,pmid,0
9240635,pmid,0
9244023,pmid,0
9244939,pmid,0
9248564,pmid,0
9248571,pmid,0
9252005,pmid,0
9253564,pmid,0
9257210,pmid,0
9259870,pmid,0
9259873,pmid,0
9262274,pmid,0
9263160,pmid,0
9263303,pmid,0
9268795,pmid,0
9270762,pmid,0
9272782,pmid,0
9272793,pmid,0
9272805,pmid,0
9272808,pmid,0
9272811,pmid,0
9272818,pmid,0
9279540,pmid,0
9279553,pmid,0
9280026,pmid,0
9280742,pmid,0
9280995,pmid,0
9286886,pmid,0
9291514,pmid,0
9293649,pmid,0
9301399,pmid,0
9305315,pmid,0
9306789,pmid,0
9307177,pmid,0
9310567,pmid,0
9311061,pmid,0
9311401,pmid,0
9311405,pmid,0
9311407,pmid,0
9313274,pmid,0
9313277,pmid,0
9316951,pmid,0
9324179,pmid,0
9324367,pmid,0
9338902,pmid,0
9343646,pmid,0
9346148,pmid,0
9349065,pmid,0
9349066,pmid,0
9350362,pmid,0
9354733,pmid,0
9357096,pmid,0
9357099,pmid,0
9362428,pmid,0
9366459,pmid,0
9370836,pmid,0
9377992,pmid,0
9379069,pmid,0
9380133,pmid,0
9382217,pmid,0
9385761,pmid,0
9389843,pmid,0
9391683,pmid,0
9393263,pmid,0
9393518,pmid,0
9394266,pmid,0
9395803,pmid,0
9399121,pmid,0
9399364,pmid,0
9400460,pmid,0
9404175,pmid,0
9404176,pmid,0
9404792,pmid,0
9406356,pmid,0
9406357,pmid,0
9407761,pmid,0
9412659,pmid,0
9414055,pmid,0
9416720,pmid,0
9421004,pmid,0
9422908,pmid,0
9424683,pmid,0
9428901,pmid,0
9429046,pmid,0
9430814,pmid,0
9430816,pmid,0
9438600,pmid,0
9439446,pmid,0
9444547,pmid,0
9444665,pmid,0
9458936,pmid,0
9466023,pmid,0
9466024,pmid,0
9466097,pmid,0
9466101,pmid,0
9466102,pmid,0
9466103,pmid,0
9467287,pmid,0
9469518,pmid,0
9469525,pmid,0
9469526,pmid,0
9469527,pmid,0
9469530,pmid,0
9469531,pmid,0
9469945,pmid,0
9476677,pmid,0
9477052,pmid,0
9477056,pmid,0
9481960,pmid,0
9481968,pmid,0
9483591,pmid,0
9487787,pmid,0
9489595,pmid,0
9490256,pmid,0
9491040,pmid,0
9496404,pmid,0
9501815,pmid,0
9505005,pmid,0
9505784,pmid,0
9505982,pmid,0
9511622,pmid,0
9512842,pmid,0
9512855,pmid,0
9519171,pmid,0
9520227,pmid,0
9520235,pmid,0
9522133,pmid,0
9522134,pmid,0
9527748,pmid,0
9530458,pmid,0
9531122,pmid,0
9531132,pmid,0
9535310,pmid,0
9535316,pmid,0
9535319,pmid,0
9535320,pmid,0
9539056,pmid,0
9540379,pmid,0
9542554,pmid,0
9542555,pmid,0
9542556,pmid,0
9545831,pmid,0
9545832,pmid,0
9547451,pmid,0
9549739,pmid,0
9552070,pmid,0
9553208,pmid,0
9553211,pmid,0
9553212,pmid,0
9553234,pmid,0
9553237,pmid,0
9554444,pmid,0
9564118,pmid,0
9579301,pmid,0
9579495,pmid,0
9583767,pmid,0
9587719,pmid,0
9587722,pmid,0
9587725,pmid,0
9588381,pmid,0
9588567,pmid,0
9595578,pmid,0
9598258,pmid,0
9601161,pmid,0
9602575,pmid,0
9602576,pmid,0
9602595,pmid,0
9602960,pmid,0
9603276,pmid,0
9604730,pmid,0
9605375,pmid,0
9605376,pmid,0
9606614,pmid,0
9613267,pmid,0
9613276,pmid,0
9613308,pmid,0
9616462,pmid,0
9619210,pmid,0
9623023,pmid,0
9623424,pmid,0
9623426,pmid,0
9624795,pmid,0
9627585,pmid,0
9631379,pmid,0
9633737,pmid,1
9633738,pmid,0
9635520,pmid,0
9638390,pmid,0
9641070,pmid,0
9642529,pmid,0
9645186,pmid,0
9645278,pmid,0
9647432,pmid,0
9649011,pmid,0
9649988,pmid,0
9649996,pmid,0
9649998,pmid,0
9650546,pmid,0
9658268,pmid,0
9659013,pmid,0
9661860,pmid,0
9663813,pmid,0
9667296,pmid,0
9667297,pmid,0
9667344,pmid,0
9667702,pmid,0
9668148,pmid,0
9669008,pmid,0
9672930,pmid,0
9675378,pmid,0
9675625,pmid,0
9675626,pmid,0
9676769,pmid,0
9677793,pmid,0
9679206,pmid,0
9686089,pmid,0
9689372,pmid,0
9689426,pmid,0
9690947,pmid,0
9691878,pmid,0
9693241,pmid,0
9696169,pmid,0
9696455,pmid,0
9696456,pmid,0
9696467,pmid,0
9697906,pmid,0
9698948,pmid,0
9698949,pmid,0
9698952,pmid,0
9699104,pmid,0
9699327,pmid,0
9701293,pmid,0
9701294,pmid,0
9702628,pmid,0
9703640,pmid,0
9703641,pmid,0
9708687,pmid,0
9710394,pmid,0
9710397,pmid,0
9715298,pmid,0
9721926,pmid,0
9722068,pmid,0
9725371,pmid,0
9729117,pmid,0
9733274,pmid,0
9741072,pmid,0
9742344,pmid,0
9743394,pmid,0
9743398,pmid,0
9750678,pmid,0
9750799,pmid,0
9751910,pmid,0
9752300,pmid,0
9753804,pmid,0
9754479,pmid,0
9755272,pmid,0
9763809,pmid,0
9766832,pmid,0
9767063,pmid,0
9767068,pmid,0
9771272,pmid,0
9771273,pmid,0
9771300,pmid,0
9771301,pmid,0
9771302,pmid,0
9771314,pmid,0
9773133,pmid,0
9773443,pmid,0
9774881,pmid,0
9777083,pmid,0
9779694,pmid,0
9779695,pmid,0
9779696,pmid,0
9779697,pmid,0
9781549,pmid,0
9782027,pmid,0
9783356,pmid,0
9784932,pmid,0
9785066,pmid,0
9785068,pmid,0
9785072,pmid,0
9787284,pmid,0
9791777,pmid,0
9791778,pmid,0
9793807,pmid,0
9793813,pmid,0
9799348,pmid,0
9802048,pmid,0
9804592,pmid,0
9807845,pmid,0
9813510,pmid,0
9816714,pmid,0
9817288,pmid,0
9818105,pmid,0
9821994,pmid,0
9822403,pmid,0
9824782,pmid,0
9834808,pmid,0
9835978,pmid,0
9836029,pmid,0
9836030,pmid,0
9839823,pmid,0
9841973,pmid,0
9844616,pmid,0
9846064,pmid,0
9846778,pmid,0
9847656,pmid,0
9848591,pmid,0
9854758,pmid,1
9855333,pmid,0
9856611,pmid,0
9856707,pmid,0
9856709,pmid,0
9856712,pmid,0
9856716,pmid,0
9860430,pmid,0
9861117,pmid,0
9861122,pmid,0
9861123,pmid,0
9866252,pmid,0
9870575,pmid,0
9870976,pmid,0
9873970,pmid,0
9874004,pmid,0
9874015,pmid,0
9876706,pmid,0
9884851,pmid,0
9887474,pmid,0
9889744,pmid,0
9893537,pmid,0
9893539,pmid,0
9893547,pmid,0
9893549,pmid,0
9915318,pmid,0
9917081,pmid,0
9923808,pmid,0
9924240,pmid,0
9926181,pmid,0
9926184,pmid,0
9926187,pmid,0
9926189,pmid,0
9928687,pmid,0
9928771,pmid,0
9928780,pmid,0
9929793,pmid,0
9931520,pmid,0
9932756,pmid,0
9932882,pmid,0
9933696,pmid,0
9952116,pmid,0
9972621,pmid,0
9988910,pmid,0
