record_id,title,abstract,authors,year,label_included
323,"Thermoregulatory responses to the injection of monoamines, acetylcholine and prostaglandins into a lateral cerebral ventricle of the echidna","1. The putative neurotransmitter substances 5-hydroxytryptamine (5-HT), noradrenaline (NA), acetylcholine (ACh) and prostaglandins E(1) (PGE(1)) and E(2) (PGE(2)) have been injected into a lateral cerebral ventricle of the conscious echidna (Tachyglossus aculeatus); thermoregulatory responses in thermoneutral (ambient dry bulb temperature, T(db), of approximately 22 degrees C), cool (T(db) of approximately 14 degrees C) and warm (T(db) of approximately 26 degrees C) environments were determined.2. Under all conditions, all of the drugs tested either caused deep body temperature to fall or else had no effect; the fall was brought about by peripheral vasodilatation and/or reduced metabolic rate due to a decrease in shivering or to general relaxation.3. Responses of the many placental mammals to 5-HT, NA and ACh vary widely, and the echidna, a monotreme, appears to exhibit responses most like those of the rat.4. Placental mammals tested to date invariably exhibit a hyperthermic response to prostaglandins, and the hypothermic responses of this monotreme is therefore unique. The present study included the confirmation of a hyperthermic response to PGE(1) and PGE(2) in cats and rats.5. It is concluded that the concept of thermoregulation by amines and other substances in the hypothalamus of placental mammals may also be applicable to the monotremes which have evolved separately from the marsupials and placental mammals for about 180 million years","J. A. Baird, J. R. Hales and W. J. Lang",1974,0
324,Disturbance of microsomal detoxication mechanisms in liver by chlorophenol pesticides,"The pesticide pentachlorophenol known as an uncoupler of mitochondrial oxidative phosphorylation was shown to disturb liver microsomal detoxication functions by a selective inhibition of the terminal oxygenation enzyme P-450. At lower concentrations the flavin moiety of this enzyme chain is not inhibited but rather is stimulated, whereby a qualitative shift in detoxication of aromatic amines from C-oxygenation to N-oxygenation is obtained. The effects were due to the pentachlorophenol itself and not to a metabolite. Similar effects of varying strength were also obtained with other chlorophenol pesticides; 2,4,di-, 2,4,6,-tri and 2,3,4,6-tetrachlorophenol, di- and hexachlorophen, tri- and nonachloro-2-hydroxydiphenyl ethers. The relevance of these findings to the possible synergistic influence of chlorophenols on the carcinogenic effects of polyaromatic amines and hydrocarbons is discussed","E. Arrhenius, L. Renberg, L. Johansson and M. A. Zetterqvist",1977,0
325,Competitive NMDA and strychnine-insensitive glycine-site antagonists disrupt prepulse inhibition,"Prepulse inhibition (PPI) is thought to reflect the operation of a sensorimotor gating system in the brain. Sensorimotor gating abnormalities have been identified in schizophrenic patients, and various neural systems are involved in this function. To study the modulation of the sensorimotor gating system by the N-methyl-D-aspartate (NMDA) receptor channel complex, the effects of noncompetitive and competitive NMDA antagonists on PPI were examined in rats. PPI was not disrupted by CGS 19755, a competitive NMDA antagonist, at 30 min after subcutaneous (s.c.) administration. However, CGS 19755 (40 mg/kg s.c.) decreased PPI at 120 min after administration with a marked decrease of startle amplitude. Late onset of the effect of CGS 19755 was also observed in the increase of spontaneous locomotor activity (SLA). On the other hand, phencyclidine, a noncompetitive NMDA antagonist, disrupted PPI at 30 min after administration and increased SLA from 20 min after administration. PPI was also disrupted by bilateral intracerebroventricular administration of 5,7-dichlorokyn urenate (10 and 20 micrograms/side X 2), an antagonist at the strychnine-insensitive glycine receptor, which is an allosteric binding site in the NMDA receptor-channel complex. It is concluded that the NMDA receptor-channel complex plays an important role in regulation of PPI",Y. Furuya and H. Ogura,1997,0
326,"Involvement of melatonin and thyroid hormones in the control of sleep, food intake and energy metabolism in the domestic fowl","Growing male domestic fowl of an egg-laying strain were fed ad libitum and injected intraperitoneally with melatonin or intramuscularly with triiodothyronine (T3) to study the effects on sleep, food intake, blood glucose, e.e.g., oxygen consumption and carbon dioxide production. Melatonin caused a dose-related depression of food intake with sleep and aphagia lasting for 2 1/2 hr following 8 mg, drowsiness and greatly reduced intake following 4 and 2 mg and a slight reduction in food intake after 1 mg. T3 injection was followed by increased feeding within the range 50-200 micrograms. The higher dose (200 micrograms) completely prevented the effects of 10 mg melatonin injected simultaneously. Melatonin (10 mg) depressed plasma glucose levels whereas T3 (200 micrograms) elevated blood glucose. Either darkness or melatonin (10 mg) caused an increase in amplitude and a decrease in frequency of the e.e.g. Birds fasted for 3 hr before injection showed significantly lower oxygen consumption and carbon dioxide production when given melatonin (10 mg); T3 had no effect within the 4 hr period after injection and did not modify the effects of melatonin. It is postulated that the rapid effects of melatonin and T3 which were observed result from direct effects of these hormones on the central nervous system","F. F. Bermudez, J. M. Forbes and M. H. Injidi",1983,0
327,The effect of single and of multiple doses of prednisolone tertiary butyl acetate on cell population kinetics in the small bowel mucosa of the rat,"The effect of single and of multiple doses of prednisolone upon cell population kinetics in the rat jejunal crypt was investigated, using autoradiography and stathmokinetic techniques with vincristine. Single injections of prednisolone (2.5 mg/kg body weight) induced a depression both flash thymidine labelling and mitotic indices; this change was shown to be due to a decreased cell production rate. Recovery of these proliferative indices occurred over seven days after injection; measurement of crypt size parameters showed a transient decrease in crypt population. Multiple daily injections of prednisolone (1 mg/kg body weight) produced a more sustained decrease in labelling and mitotic indices, which lasted as long as injections were continued (7 days); stathmokinetic techniques showed decreases in cell production rates, and the crypt population was also depressed throughout this period. It is concluded that prednisolone depresses cell proliferative rates in rat jejunal mucosa","N. A. Wright, H. S. Al-Dewachi, D. R. Appleton and A. J. Watson",1978,0
328,New rules governing synaptic plasticity in core nucleus accumbens medium spiny neurons,"The nucleus accumbens is a forebrain region responsible for drug reward and goal-directed behaviors. It has long been believed that drugs of abuse exert their addictive properties on behavior by altering the strength of synaptic communication over long periods of time. To date, attempts at understanding the relationship between drugs of abuse and synaptic plasticity have relied on the high-frequency long-term potentiation model of T.V. Bliss & T. Lomo [(1973) Journal of Physiology, 232, 331-356]. We examined synaptic plasticity using spike-timing-dependent plasticity, a stimulation paradigm that reflects more closely the in vivo firing patterns of mouse core nucleus accumbens medium spiny neurons and their afferents. In contrast to other brain regions, the same stimulation paradigm evoked bidirectional long-term plasticity. The magnitude of spike-timing-dependent long-term potentiation (tLTP) changed with the delay between action potentials and excitatory post-synaptic potentials, and frequency, whereas that of spike-timing-dependent long-term depression (tLTD) remained unchanged. We showed that tLTP depended on N-methyl-d-aspartate receptors, whereas tLTD relied on action potentials. Importantly, the intracellular calcium signaling pathways mobilised during tLTP and tLTD were different. Thus, calcium-induced calcium release underlies tLTD but not tLTP. Finally, we found that the firing pattern of a subset of medium spiny neurons was strongly inhibited by dopamine receptor agonists. Surprisingly, these neurons were exclusively associated with tLTP but not with tLTD. Taken together, these data point to the existence of two subgroups of medium spiny neurons with distinct properties, each displaying unique abilities to undergo synaptic plasticity",X. Ji and G. E. Martin,2012,0
329,Excess manganese ingestion in the chick,"Two experiments were conducted with young chicks to investigate effects of excess manganese, (Mn) ingestion and to compare MnCl2 . 4H2O, MnSO4 . H2O, MnO2, and MnCO3 as sources of dietary Mn activity. Each source of Mn was added to a conventional corn-soybean meal diet to supply 3000, 4000, or 5000 mg/kg Mn. High levels of dietary Mn from MnSO4 . H2O and MnCl2 . 4H2O depressed growth slightly; MnO2 and MnCO3 did not affect chick performance. Manganese dioxide contained less Mn activity than MnCO3, MnSO4 . H2O, or MnCl2 . 4H2O as assessed by relative depressions in hemoglobin and hematocrit and by relative increases in bile, liver, and bone Mn concentrations. Neutralization of the chloride ion in MnCl2 . 4H2O with NaHCO3 did not ameliorate the adverse effects of excess, MnCl2 . 4H2O ingestion. Bone and bile Mn concentrations reflected Mn intake better than liver Mn concentration or rate and efficiency of weight gain",L. L. Southern and D. H. Baker,1983,0
330,In vivo genotoxic evaluation of the furylethylene derivative 1-(5-bromofur-2-yl)-2-nitroethene in mouse bone marrow,"The genotoxic potential of the compound 1-(5-bromofur-2-yl)-2-nitroethene (2-betaNF) has been tested by using the in vivo mouse bone marrow micronucleus assay. Its ability to induce clastogenicity or aneugenicity, through the induction of micronucleated polychromatic erythrocytes (MNPCE) in the bone marrow cells has been evaluated. Treatment groups of five CD-1 male mice were administered once intraperitoneally at the doses of 10, 20, and 30mg/kg, and their bone marrows were sampled at 24 and 48h after the administration, at the first sampling time animals administered with the three doses were used, and in the second sampling time, only animals administered with the highest dose were used. All animals treated with the highest dose of the test compound (30mg/kg) showed evident clinical symptoms of toxicity such as irritation, hunched posture, slight ataxia, dyspnoea, piloerection, and palpebral ptosis. However, no marked depression of bone marrow cell proliferation was observed, and no significant increases in the frequency of MNPCE were obtained in any of the concentrations tested at any sampling times. The positive control treated-animals were administered with cyclophosphamide at the dose of 40mg/mL. The compound caused a significant increase in the number of MNPCE in all treated animals, demonstrating the sensitivity of the mouse strain used. From the results obtained, it is concluded that the compound 2-betaNF is neither clastogenic nor aneugenic in the erythrocytes from the bone marrow of treated mice at the doses tested","J. I. Borroto, A. Creus, R. Marcos and J. Zapatero",2005,0
331,Debate: The amine hypothesis is a dead end for drug development PRO: Monoamine Debate,"For over half a century the pharmaceutical industry has largely focused on antidepressant development by targeting the monoaminergic system. Both the noradrenergic neuronal network, largely centred on the nucleus locus coeruleus and the serotonergic raphe nuclei have been the object of attention. This approach led to the development of the SSRIs which reduced the side-effects burden on patients but no significant improvement has taken place in terms of efficacy. At this point it must be obvious to all that the line of research is in a cul-de-sac and that further investment of resources in such a strategy is futile. One of the major deficits in the monoamine hypothesis of depression which has led to a search for monoamine acting drugs, lies in the fact that far too much credence has been given to data acquired from studies in rodents. Proportionately, there are far more monoamine neurones in a rat than a human brain. The result is that the role of monoamines in psychiatric illnesses has been greatly exaggerated. At this point almost every diagnosis in DSM-IV has been linked to monoamine malfunction. Given the relatively small number of monoamine neurones in the human brain this situation is ridiculous. A simple monoamine hypothesis is far too simplistic to explain the complexity of major depression. The industry faces the challenge of exiting the intellectual current cul-de-sac or exiting antidepressant research altogether. Sadly many companies have taken the latter route. Far more sophisticated psychobiological models need to be used in drug development, which take on board the full complexity of the depressive syndrome. It is obvious that in the overwhelming majority of patients that stress plays a major role, we need therefore to focus on stress mechanisms. Furthermore, it is beyond doubt that most depressed patients have a pro-inflammatory phenotype characterised by elevations in pro-inflammatory cytokines. This inflammatory component offers a potential drug-development target as do a variety of other biological processes associated with depression such as changes in trophic factors and in pivotal microRNAs. Surely the time has come to forego our obsession with monoamines",T. Dinan,2011,0
332,Differential electrocardiographic effects of myocardial ischemia induced by atrial pacing in dogs with various locations of coronary stenosis,"The spatial distribution of abnormal repolarization potentials caused by regional myocardial ischemia was determined in 45 dogs. Ameroid constrictors were placed around the left circumflex artery in 10, the left anterior descending artery in 10, and the right coronary artery in 10. Ten dogs without constrictors served as controls. Electrocardiographic events were determined from body surface isopotential distributions, which were computed from potentials sensed by 84 torso electrodes. In control dogs, pacing to heart rates of 230 to 250 beats/min increased the intensity of positive and negative surface extrema during the ST segment without altering their spatial features. Two weeks after placement of the ameroid constrictors, tachycardia induced abnormal negative potentials during the ST segment. Localization of these ischemic forces varied with the placement of the constrictor in a manner consistent with the affected perfusion territories. However, much of the torso surface was involved by all lesions, and only small zones of ST segment depression unique to specific lesions could be identified. In five additional dogs a constrictor was placed on the right coronary artery 3 months after implantation of a device on the circumflex vessel. ST segment patterns during pacing in dogs with two lesions were consistent with the sum of the two individual lesions. Thus, the regional nature of myocardial ischemia is detectable in the body surface isopotential distributions, but the degree of spatial overlap may limit the value of such techniques in extending the usefulness of clinical exercise-stress electrocardiography",D. M. Mirvis,1983,0
333,The effect of castrix (crimidin) on pyridoxal-5'-phosphate and the activity of pyridoxal kinase,,K. L. Hansen,1973,0
334,[Effects of excluding reticuloseptal input on hippocampal electrical activity in the cat],"The effect of interruption of the reticulo-septal input on the electrical activity of CA1 and CA3 areas of the dorsal hippocampus was studied in cats. Lesion of the medial septal nuclei or the i.v. injection of chlorpromazine in low doses led to depression of the hippocampal theta activity. The reticulo-septal input is responsible for generation and the course of tonic sensory responses of the hippocampal neurons in both areas. The existence of the remaining principal types of sensory responses (phasic, complex) mainly depends upon the cortical input. The reticulo-septal input takes part only in the prolongation of these responses",T. B. Gloveli,1985,0
335,Interhemispheric difference in susceptibility to epileptogenesis: evidence from the audiogenic kindling model in Wistar rats,"Audiogenic kindling (AK) represents a model of naturally occurring epileptogenesis in which intensification of repeatedly induced audiogenic seizures results from propagation of epileptic activity from the brainstem to forebrain. Previously it has been shown that unilateral cortical spreading depression (SD) is a reliable earliest manifestation of mild AK produced by repetition of minimal audiogenic seizures (running) in Wistar rats. The unilateral triggering SD suggests the existence of asymmetry in the forebrain recruitment during the kindling and the present study examined whether epileptogenesis produced by this mild AK paradigm is a lateralized process. Twenty five running episodes were induced by brief sound stimulation in Wistar rats susceptible to audiogenic seizures. Behavioral and EEG correlates of AK development were assessed. Running behavior elicited by brief sound stimulation had an asymmetrical pattern with profound preference for one direction. Most rats expressing leftward running displayed full kindling development whereas the majority of rats with rightward running were resistant to AK. The EEG marker of AK, a cortical epileptiform discharge, was recorded only in rats with leftward running and the first discharge appeared in the left cortex. Cortical SD was recorded after repeated running seizures in all rats with reproducible audiogenic response irrespective of the running lateralization and propensity to kindling. Until the late kindling stages, SD was triggered unilaterally in the cortex ipsilateral to the running direction. These findings indicate intrinsically determined lateralization of epileptogenic process in the mild AK model and enhanced vulnerability of the left hemisphere to epileptogenesis",L. V. Vinogradova,2010,0
336,Combination pharmacotherapy in alcoholism: a novel treatment approach,"Combination pharmacotherapy has proven effective in a number of psychiatric disorders, including depression and schizophrenia. However, compared with other affective disorders, few studies have explored the use of combination therapy in alcoholism, and the majority have been limited to animal models. There is evidence to support a role for combination therapy in alcoholism. For example, several neurochemical systems, including the dopaminergic, serotonergic, and opioidergic, appear to affect alcohol intake. Studies in several different types of alcohol-preferring rats have suggested that coadministration of agents to target more than one of these systems simultaneously may produce beneficial effects on alcohol intake, while avoiding problematic effects, such as alterations in food or water intake. Data from preliminary clinical studies have shown trends toward combination therapy reducing alcohol intake in humans. While such findings are encouraging, they must be explored further in larger, randomized, double-blind trials","C. K. Farren, A. H. Rezvani, D. Overstreet and S. O'Malley",2000,0
337,The effect of high rates of vasopressin administration on renal potassium and sodium excretion during potassium loading in the sheep,"1 The influence of potassium loading on the renal excretion of sodium, potassium and solute during high rate vasopressin administration has been investigated in sheep. 2 Adrenalectomized sheep were infused with 0.43 M KCl at 2 ml/min for 2-2.5 hours. Coincident with the rise in plasma potassium concentration, the urinary excretion of sodium, potassium, solute and water was increased as was the reabsorption of solute-free water. The rates of urinary excretion of sodium and potassium, osmolal clearance (COsm) and solute-free water reabsorption (TcH2O) for the first 50 min of potassium infusion were each found to be linearly related to the plasma potassium concentration. 3 After 50 min an infusion of vasopressin at 1 or 4 mu/min was superimposed on the potassium infusion for a period of 30 minutes. The administration of vasopressin was consistently associated with further augmentation of potassium excretion and clearance, of osmolal clearance and of solute-free water reabsorption to values above those anticipated from the pre-vasopressin regression lines for these parameters. Urinary sodium showed a coincident depression in the rate of excretion and clearance during the same period. 4 Thirty to fifty minutes after the cessation of vasopressin infusion the potassium and sodium excretions had returnied to values which approximated the pre-vasopressin relations between plasma potassium and the urinary excretions of these ions. 5 Both rates of vasopressin infusion were equally effective in increasing the potassium clearance. Any differences in clearance between the two rates of vasopressin administration were not statistically significant. 6 The large increments in potassium excretion (averaging greater than 40%) were interpreted as indicating that, when vasopressin is present at high concentrations, the distal tubule is one site of action of the hormone in the nephron of sheep",A. M. Beal,1976,0
338,Images in electroconvulsive therapy: ECS dose-dependently increases cell proliferation in the subgranular region of the rat hippocampus,"Stress and depression are associated with impaired neuroplasticity in the hippocampus; there is a decrease in neurogenesis, which is hypothesized to decrease the adaptative competence of the organism. Representative light microscopy images are presented which show that 6 once-daily electroconvulsive shocks (ECS), dose-dependently increased new cell formation in the subgranular region of the hippocampus in healthy adult male Wistar rats (10 sections per rat, 3 rats in each of sham ECS, 10 mC, and 40 mC groups). These neuroplasticity changes, demonstrated 1 month after the last ECS, may explain a part of the mechanism of action of electroconvulsive therapy in conditions such as depression","J. S. Smitha, R. Roopa, B. K. Sagar, B. M. Kutty and C. Andrade",2014,0
339,"Dexamethasone concentrations in ovine plasma during its intravenous infusion, its relation to the production of some endogenous hormones, and some of the effects on wool growth","Plasma concentrations of dexamethasone have been measured in sheep during an 8-day infusion of dexamethasone-21 phosphate. The dexamethasone concentration profiles generally revealed a reproducible pattern with three phases--a peak during the first 48 h infusion which was followed by falling concentrations during the next 5 days, and a small increase in dexamethasone concentration during the final 24 h infusion was not uncommon. The pattern of dexamethasone concentrations was retained when dosage was arranged in such a way as to infuse increasing quantities of hormonal analogue as infusion progressed. Aspects of the metabolism of the analogue are discussed. Endogenous thyroxine and cortisol were significantly depressed during infusion. In these experiments wool was completely shed in three out of four animals dosed at a rate of 8.5 mg dexamethasone/kg0.75. The recovery of wool growth to its pretreatment values occurred by about one month after infusion. The consumption of food and body weight increases were satisfactory during the post-infusion period",B. A. Panaretto and A. L. Wallace,1978,0
340,Diisopropylammonium dichloroacetate (DIPA): reversible antagonism towards smooth muscle stimulants and inhibition of acetylcholinesterase in the isolated guinea pig ileum,,"P. W. Stacpoole, E. Iwamoto and C. E. Glasgow",1971,0
341,The use of Valpromide in psychiatry,"Valpromide is obtained from amidification of valproic acid. Bio-pharmacological data show several possible mechanisms of action involving an increase in GABA levels in brain as well as changes in membrane conductance on neurons. Valpromide has been shown to decrease aggressivity in stress-induced animals, to regulate anxious induced behaviours, as well as to potentiate central sedative compounds. Psychopathological experiments have shown: a wakening of personality, euphorical effects, an improvement of social behaviour, a stabilization of mood in affective disorders. A potentiation of other CNS drugs (mainly sedative compounds) has been observed. Dosage should be reduced when valpromide is used in combination with these drugs. In manic depression, valpromide has shown a preventive action. Current studies showed that the number of repeated hospitalisations decreased by 60 to 80%. The number and duration of episodes decreased, while there was an increase in the intercritical period. In other indications, valpromide has shown an effect on behavioral and personality disorders, associated to aggressivity and mood elation. It has also shown an effect on sleep disturbances. At the usual dosage of 600 to 1200 mg per day (2 to 4 tablets) valpromide may be easily given on a long term treatment. Treatment should be progressively installed, particularly when combined with other CNS drugs, to prevent cognitive functions disturbances. The only absolute contra-indication is combination to carbamazepine. Controlled studies are currently being performed in manic depression (possible substitutive treatment to lithium) and in behavioural disorders with aggressivity. The existing doubt on the exact mechanism of action of valpromide and on its polymorphic clinical activity does not allow to relate this drug to currently admitted CNS drugs classifications",P. A. Lambert and G. Venaud,1987,0
342,Anxiety and comorbid measures associated with PLXNA2,"Context: Reduction in adult neurogenesis has been proposed as a mechanism for onset of depression. Semaphorins and their coreceptors, plexins, have been implicated in nervous system development and in adult neurogenesis. A recent genomewide association study of schizophrenia identified a variant of the gene encoding plexin A2 (PLXNA2) to be most consistently associated across study samples. Common genetic liabilities have been reported between psychiatric and psychological measures, but few examples exist of common genetic variants. Objective: To perform a genetic association study between 6 single nucleotide polymorphisms from the PLXNA2 gene (rs3736963, rs2767565, rs752016, rs1327175, rs2478813, and rs716461) and anxiety, depression, neuroticism, and psychological distress. Design: Extreme discordant and concordant siblings. Setting: Australia. Participants: Study participants were selected with respect to extreme neuroticism scores from a population cohort of 18 742 twin individuals and their siblings. The participants and their parents (if blood or buccal samples were available) were genotyped, for a total of 2854 genotyped individuals from 990 families. Of these, 624 individuals with a diagnosis of anxiety or depression from 443 families were used in the association analysis. Main Outcome Measures: All the participants completed the Composite International Diagnostic Interview, the 23-item Neuroticism scale of the revised Eysenck Personality Questionnaire, and the 10-item Kessler Psychological Distress Scale. Diagnoses of DSM-IV depression and anxiety were determined from the Composite International Diagnostic Interview. Results: There was evidence of an allelic association between rs2478813 (and other single nucleotide polymorphisms correlated with it) and anxiety, depression, neuroticism, and psychological distress; the association with anxiety is significant after Bonferroni correction for multiple testing (empirical P<.001). The mouse ortholog of PLXNA2 is located in a highly significant linkage region previously reported for anxiety in mice. Conclusion: PLXNA2 is a candidate for causal variation in anxiety and in other psychiatric disorders through its comorbidity with anxiety. ©2007 American Medical Association. All rights reserved","N. R. Wray, M. R. James, S. P. Mah, M. Nelson, G. Andrews, P. F. Sullivan, G. W. Montgomery, A. J. Birley, A. Braun and N. G. Martin",2007,0
343,Modeling short-term synaptic plasticity at the calyx of Held using in vivo-like stimulation patterns,"We measured synaptic responses to complex stimulus trains in the calyx of Held and used the data to test how well several vesicle-release models could capture the observed dynamics. We tested stimulation protocols consisting of Poisson-distributed activity with periodically changing mean frequencies, trains with constant inter spike intervals, and stimulus trains derived from in vivo responses to natural sounds. All stimuli were embedded in chronic background activity attempting to imitate the naturally occurring spontaneous activity in the auditory brain stem. We found that already the most basic model variant produced very good results, exhibiting very high correlation coefficients between the experimental data and the model predictions. None of the more complex model variants, which incorporated receptor desensitization, synaptic facilitation, and double-exponential recovery from depression, showed improved data-prediction matching accuracy. These findings are in contrast to previous modeling work performed in nonchronically active synapses, where the inclusion of additional physiological parameters into the modeling process tended to result in models with higher accuracy. Our findings suggest that the functional state of chronically active calyces may differ from the functional state of silent calyces and that this functional state of chronically active synapses can be described in relatively simple terms","J. Hermann, B. Grothe and A. Klug",2009,0
344,Effect of aminophylline on the respiratory depressant action of intravenous adenosine in neonatal rabbits,"We administered intravenous adenosine to 11 neonatal rabbits. Adenosine depressed respiration in 10 of 11 rabbits. For the group as a whole the adenosine-induced respiratory depression was highly significant (p less than 0.001). After aminophylline administration to the same animals the respiratory effect of intravenous adenosine was abolished in 3 animals. In 7 animals the effect of adenosine was reversed and respiratory stimulation was observed. After aminophylline adenosine produced a significant (p less than 0.001) increase in respiration in the group studied. The alteration of responses to intravenous adenosine by aminophylline in neonatal rabbits is similar to the effect of aminophylline on respiratory responses to hypoxia in neonates. Such an effect of aminophylline and other methylxanthines on adenosine actions, possibly central in site may explain their beneficial effect in the treatment of apnoea in the human neonate","A. H. Watt, D. C. Buss and P. A. Routledge",1987,0
345,Bidirectional changes in synapsin I phosphorylation at MAP kinase-dependent sites by acute neuronal excitation in vivo,"Synapsin I is a synaptic vesicle-associated protein which is phosphorylated at multiple sites by various kinases. It has been proposed to play a role in the regulation of neurotransmitter release and the organization of cytoskeletal architecture in the presynaptic terminal. To better understand the physiological regulation of its phosphorylation in vivo, we induced acute, reversible neuronal excitation by electroconvulsive treatment (ECT) in rats, and studied its effects on synapsin I phosphorylation at sites 3, 4/5 and 6 by immunoblot analyses of homogenates from hippocampus and parietal cortex using phospho-site-specific antibodies. A decrease in phosphorylation at all sites was observed soon after the electrical stimulation, followed by a large increase in phosphorylation at site 4/5 peaking at 5 min and a moderate increase in phosphorylation at site 6 peaking at 20 min. Systemic injection of SL327, a mitogen-activated protein kinase (MAPK) kinase inhibitor, prior to ECT, suppressed the increase in phosphosite 4/5 level, as well as that in MAPK activity, but not that in phospho-site 6 level. Thus, phosphorylation at site 4/5 of synapsin I has been shown to be regulated by MAPK in vivo","Y. Yamagata, J. N. Jovanovic, A. J. Czernik, P. Greengard and K. Obata",2002,0
346,Sulfide Intoxication-Induced Circulatory Failure is Mediated by a Depression in Cardiac Contractility,"Hydrogen sulfide (H2S) intoxication produces a rapid cardio-circulatory failure leading to cardiac arrest. In non-lethal forms of sulfide exposure, the presence of a circulatory shock is associated with long-term neurological sequelae. Our aim was to clarify the mechanisms of H2S-induced circulatory failure. In anesthetized, paralyzed, and mechanically ventilated rats, cardiac output, arterial pressure and ventricular pressures were determined while NaHS was infused to increase arterial concentration of soluble H2S (CgH2S) from undetectable to levels leading to circulatory failure. Compared to control/saline infusion, blood pressure started to decrease significantly along with a modest drop in peripheral vascular resistance (-19 +/- 5%, P < 0.01), when CgH2S reached about 1 muM. As CgH2S exceeded 2-3 muM, parameters of ventricular contractility diminished with no further reduction in peripheral resistance. Whenever H2S exposure was maintained at a higher level (CgH2S over 7 muM), a severe depression of cardiac contractility was observed, leading to asystole within minutes, but with no evidence of peripheral vasoplegia. The immediate and long-term neurological effects of specifically counteracting sulfide-induced cardiac contractility depression following H2S exposure remain to be investigated",T. Sonobe and P. Haouzi,2016,0
347,Possible function of alpha 1-adrenoceptors in the CNS in anaesthetized and conscious animals,"The influence of St 587 (2-(2-chloro-5-trifluoromethylphenylimino)imidazolidine), a selective alpha 1-adrenoceptor agonist which easily penetrates the blood-brain barrier, was tested on behavior and cardiovascular functions, respectively. The substance (up to 10 mg/kg subcutaneously (s.c.)) did not increase the exploratory activity of naive mice. The hexobarbitone 'sleeping' time in mice was reduced in a dose-dependent manner (St 587 ED50 = 14.4 mg/kg s.c.). Haloperidol 10 mg/kg s.c. induced catalepsy which was antagonized by St 587 in a dose-dependent manner (ED50 = 2.7 mg/kg i.p.). Conversely, the alpha 1-adrenoceptor-blocking agents prazosin and corynanthine elicited catalepsy in mice which had been treated with a subthreshold dose (2 mg/kg s.c.) of haloperidol; the ED50 values of the antagonists were 0.26 and 4.7 mg/kg i.p., respectively. In anaesthetized cats blood pressure and heart rate were not affected by 100 micrograms/kg St 587 injected into the left vertebral artery. In conscious dogs with beta-adrenoceptors blocked, the drug was without effect (100 micrograms/kg intracisternally) on vagally mediated reflex bradycardia, as evoked by intravenous noradrenaline injection. As a positive control the alpha 2-adrenoceptor agonist B-HT 920 which is equipotent to St 587 with respect to peripheral vasopressor effects in rats was injected with 10 micrograms/kg intracisternally and facilitated the reflex bradycardia. It is concluded that alpha 1-adrenoceptors within the brain mediate behavioral activation in states of CNS depression but remain without effect on cardiovascular centers",L. Pichler and W. Kobinger,1985,0
348,A novel family of negative and positive allosteric modulators of NMDA receptors,"The N-methyl-D-aspartate (NMDA) receptor family regulates various central nervous system functions, such as synaptic plasticity. However, hypo- or hyperactivation of NMDA receptors is critically involved in many neurological and psychiatric conditions, such as pain, stroke, epilepsy, neurodegeneration, schizophrenia, and depression. Consequently, subtype-selective positive and negative modulators of NMDA receptor function have many potential therapeutic applications not addressed by currently available compounds. We have identified allosteric modulators with several novel patterns of NMDA receptor subtype selectivity that have a novel mechanism of action. In a series of carboxylated naphthalene and phenanthrene derivatives, compounds were identified that selectively potentiate responses at GluN1/GluN2A [e.g., 9-iodophenanthrene-3-carboxylic acid (UBP512)]; GluN1/GluN2A and GluN1/GluN2B [9-cyclopropylphenanthrene-3-carboxylic acid (UBP710)]; GluN1/GluN2D [3,5-dihydroxynaphthalene-2-carboxylic acid (UBP551)]; or GluN1/GluN2C and GluN1/GluN2D receptors [6-, 7-, 8-, and 9-nitro isomers of naphth[1,2-c][1,2,5]oxadiazole-5-sulfonic acid (NSC339614)] and have no effect or inhibit responses at the other NMDA receptors. Selective inhibition was also observed; UBP512 inhibits only GluN1/GluN2C and GluN1/GluN2D receptors, whereas 6-bromo-2-oxo-2H-chromene-3-carboxylic acid (UBP608) inhibits GluN1/GluN2A receptors with a 23-fold selectivity compared with GluN1/GluN2D receptors. The actions of these compounds were not competitive with the agonists L-glutamate or glycine and were not voltage-dependent. Whereas the N-terminal regulatory domain was not necessary for activity of either potentiators or inhibitors, segment 2 of the agonist ligand-binding domain was important for potentiating activity, whereas subtype-specific inhibitory activity was dependent upon segment 1. In terms of chemical structure, activity profile, and mechanism of action, these modulators represent a new class of pharmacological agents for the study of NMDA receptor subtype function and provide novel lead compounds for a variety of neurological disorders","B. M. Costa, M. W. Irvine, G. Fang, R. J. Eaves, M. B. Mayo-Martin, D. A. Skifter, D. E. Jane and D. T. Monaghan",2010,0
349,Effect of propranolol and isoprenaline on ST segment and regional left ventricular blood flow in experimental myocardial ischaemia,,"L. Becker, R. Ferreira and M. Thomas",1973,0
