doi,pmid,openalex_id,label_included
,1599534,,0
,1596055,,0
,1593220,,0
,1558988,,0
,1551638,,0
,1517684,,0
,1515762,,0
,1506790,,0
,1428152,,0
,1358351,,0
,1307486,,0
,1307347,,0
,2036736,,0
,1993498,,0
,1986725,,0
,1959882,,0
,1940953,,0
,1940587,,0
,1929042,,0
,1926144,,0
,1895127,,0
,1887758,,0
,1872365,,0
,1850766,,0
https://doi.org/10.1176/jnp.3.4.377,1821256,,0
,1800352,,0
,1794220,,0
,1794180,,0
,1773964,,0
,1752285,,0
,1681022,,0
https://doi.org/10.1002/mds.870060409,1661845,,0
,2401844,,0
,2371874,,0
,2353684,,0
,2350924,,0
,2334309,,0
,2324883,,0
,2299611,,0
,2292179,,0
,2278388,,0
,2266811,,0
https://doi.org/10.1002/mds.870050416,2259359,,0
,2258535,,0
,2191491,,0
,2129813,,0
,2095555,,0
,1977004,,0
https://doi.org/10.1080/01688638908400914,2760187,,0
,2663256,,0
,2662723,,0
,2659611,,0
,2657145,,0
,2602537,,0
,2592853,,0
,2592852,,0
,2568148,,0
,2523911,,0
,2478644,,0
,3407008,,0
,3403885,,0
,3390974,,0
,3367473,,0
,3355392,,0
,3341945,,0
,3239662,,0
,3233107,,0
,3214340,,0
,3204085,,0
,3199280,,0
,3050707,,0
https://doi.org/10.1002/mds.870030104,3050468,,0
,2972748,,0
,2965796,,0
,2900362,,0
,3827691,,0
,3819764,,0
,3814517,,0
,3652508,,0
,3612170,,0
https://doi.org/10.1056/NEJM198707233170405,3600712,,0
https://doi.org/10.1080/01688638708405060,3597731,,0
,3579660,,0
,3572199,,0
,3572198,,0
,3570163,,0
,3562454,,0
https://doi.org/10.1055/s-2008-1052427,3561699,,0
,3436787,,0
https://doi.org/10.1055/s-2008-1041420,3332455,,0
,3312808,,0
,3108275,,0
,2885586,,0
,3961914,,0
,3943210,,0
,3820209,,0
,3801328,,0
,3799705,,0
,3790358,,0
,3785687,,0
,3780108,,0
,3777013,,0
,3776564,,0
,3773810,,0
,3766920,,0
,3752894,,0
,3752071,,0
https://doi.org/10.1002/tera.1420330116,3738805,,0
,3724656,,0
,3716971,,0
,3712863,,0
,3704107,,0
,3541288,,0
,3535379,,0
,3519972,,0
,3514056,,0
,3512181,,0
,2873435,,0
,2870324,,0
,4084706,,0
,4075480,,0
,4074048,,0
,4070288,,0
,4056786,,0
,4054179,,0
,4051676,,0
,4045909,,0
,4045603,,0
,4019049,,0
,4012291,,0
,4007736,,0
,4000228,,0
,3990838,,0
,3921157,,0
,3918711,,0
,3905081,,0
,3905080,,0
https://doi.org/10.1146/annurev.nu.05.070185.002013,3896271,,0
,3886765,,0
,3886759,,0
,3886537,,0
,6732083,,0
,6730985,,0
,6723121,,0
,6700655,,0
,6535556,,0
,6518737,,0
,6492760,,0
,6432188,,0
,6430436,,0
,6424779,,0
,6377131,,0
,6324360,,0
,6889406,,0
,6858775,,0
,6846733,,0
,6842414,,0
,6687321,,0
,6659902,,0
,6658398,,0
,6614689,,0
,6614680,,0
,6613522,,0
,6361779,,0
https://doi.org/10.1146/annurev.nu.03.070183.001401,6357237,,0
,6307837,,0
,6222087,,0
,6196633,,0
,7177508,,0
,7157667,,0
,7148511,,0
,7125987,,0
,7123703,,0
,7082716,,0
,6953259,,0
,6755575,,0
,6752690,,0
,6277535,,0
,6216862,,0
,6124819,,0
,6124700,,0
,6123745,,0
,6122924,,0
,6121964,,0
,7333829,,0
,7326565,,0
,7316342,,0
,7309888,,0
,7300488,,0
,7281683,,0
,7247176,,0
,7235197,,0
,7233355,,0
,7192819,,0
,7014876,,0
,7014875,,0
,6939883,,0
,6939878,,0
,6793904,,0
,6458426,,0
,7406388,,0
,7367952,,0
,7366142,,0
https://doi.org/10.1055/s-2008-1070692,7363808,,0
,7359013,,0
,6771970,,0
,6447415,,0
,6445305,,0
,6245986,,0
,759736,,0
,572009,,0
,540475,,0
,531055,,0
,522594,,0
,512660,,0
,504234,,0
,500870,,0
,452626,,0
,433370,,0
,430291,,0
,423610,,0
,388110,,0
,317129,,0
,257589,,0
,87922,,0
,736410,,0
,719416,,0
,715173,,0
,687188,,0
,683783,,0
,682676,,0
,82772,,0
,930749,,0
,917352,,0
,903530,,0
,902043,,0
,888700,,0
,875462,,0
,866569,,0
,840122,,0
,601776,,0
,576942,,0
,560768,,0
,331163,,0
,271391,,0
,190476,,0
,122670,,0
,122652,,0
,122651,,0
,1277094,,0
,1247345,,0
,1246264,,0
,1050367,,0
,1044220,,0
,1023089,,0
,1013453,,0
,1004094,,0
,979354,,0
,950097,,0
,828082,,0
,775212,,0
,55695,,0
,1223778,,0
,1203737,,0
,1199668,,0
,1185415,,0
,1158478,,0
,1142738,,0
,1139195,,0
,1124157,,0
,1124096,,0
,1094875,,0
,1092490,,0
,1090398,,0
,1090397,,0
,4847708,,0
,4836038,,0
,4832602,,0
,4465769,,0
,4464503,,0
,4449905,,0
,4135704,,0
,4800602,,0
,4762580,,0
,4750215,,0
,4750027,,0
,4728043,,0
,4683230,,0
,4584398,,0
,4580377,,0
,4203314,,0
,4199472,,0
,5084907,,0
,5031611,,0
,5021554,,0
,5019448,,0
,4653120,,0
,4260310,,0
,4116745,,0
,5570318,,0
,5554863,,0
,5553728,,0
,5547815,,0
,5315082,,0
,5149266,,0
,5091812,,0
,5002201,,0
,4997065,,0
,4399397,,0
,4102017,,0
,4101505,,0
,5530576,,0
,5514643,,0
,5511397,,0
,5494103,,0
,5458332,,0
,5455993,,0
,5444993,,0
,5434427,,0
,5413388,,0
,5312232,,0
,4923056,,0
,4195789,,0
,4194539,,0
,4192136,,0
,4190630,,0
,5807505,,0
,5797847,,0
,5790274,,0
,5767059,,0
,5374484,,0
,5355538,,0
,5355260,,0
,5262012,,0
,4980975,,0
,4979739,,0
,4306792,,0
,4188283,,0
,4184189,,0
,4178768,,0
,5745277,,0
,5742073,,0
,5709960,,0
,5706614,,0
,5706607,,0
,5706603,,0
,5697385,,0
,5697340,,0
,5684310,,0
https://doi.org/10.1056/NEJM196808012790514,5662784,,0
,5656291,,0
,5655947,,0
,5642962,,0
https://doi.org/10.1148/90.3.493,5642287,,0
,5641165,,0
,5638726,,0
https://doi.org/10.1056/NEJM196802152780709,5635648,,0
https://doi.org/10.1056/NEJM196802152780702,5635646,,0
,5634999,,0
,4984845,,0
,4874926,,0
,4869446,,0
https://doi.org/10.1176/ajp.124.11.1555,4384740,,0
,4177386,,0
,4169108,,0
,6055727,,0
,6055347,,0
,6038297,,0
,6035365,,0
,6028804,,0
,6027683,,0
https://doi.org/10.1172/JCI105606,6026104,,0
,6015900,,0
,5336999,,0
,4961748,,0
,4225251,,0
,4168610,,0
,4166824,,0
,4163882,,0
,5976062,,0
,5954284,,0
,5953529,,0
,5933915,,0
,5927925,,0
,5922366,,0
,5922363,,0
,14341840,,0
,14339732,,0
,14318784,,0
,14295512,,0
,14293521,,0
,14288982,,0
,14280605,,0
,14266590,,0
,14252337,,0
,5857077,,0
,5844954,,0
,5834270,,0
,5834267,,0
,14239629,,0
,14236007,,0
,14226649,,0
,14224682,,0
,14216172,,0
,14208076,,0
,14202497,,0
,14191274,,0
,14174052,,0
,14169457,,0
,14161054,,0
,14160082,,0
,14156393,,0
,14147228,,0
,14143829,,0
,14141837,,0
,14140395,,0
,14140246,,0
https://doi.org/10.1056/NEJM196405282702203,14129061,,0
,14100672,,0
,14272232,,0
,14101489,,0
,14091678,,0
,14088042,,0
,14084387,,0
,14074413,,0
,14073714,,0
,14056737,,0
,14044316,,0
,14014350,,0
,13971614,,0
,13943419,,0
,13938756,,0
,13935542,,0
,13899920,,0
,13899919,,0
,13869965,,0
,13772042,,0
,14417516,,0
,13853564,,0
,13842679,,0
,13708400,,0
,14444631,,0
,13617255,,0
,13503211,,0
,13489633,,0
,13362281,,0
https://doi.org/10.1016/j.jdermsci.2016.08.416,,,0
,,,0
https://doi.org/10.1007/s13760-017-0788-5,,,0
https://doi.org/10.1007/s12519-015-0026-2,26041495,,0
https://doi.org/10.3389/fneur.2017.00559,,,0
https://doi.org/10.1002/mdc3.12171,,,0
https://doi.org/10.1002/mdc3.12181,,,0
https://doi.org/10.1007/s00108-017-0342-9,,,0
https://doi.org/10.1007/s11894-011-0227-3,22083169,,0
https://doi.org/10.1007/s10620-017-4590-2,28470474,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
https://doi.org/10.1001/jamadermatol.2017.2223,,,0
https://doi.org/10.1016/j.cld.2017.06.011,,,0
https://doi.org/10.1111/tri.13050,,,0
https://doi.org/10.17533/udea.iatreia.v30n4a07,,,0
https://doi.org/10.1016/j.wneu.2017.06.002,28602929,,0
https://doi.org/10.6002/ect.mesot2016.P64,28260463,,0
https://doi.org/10.2957/kanzo.58.519,,,0
https://doi.org/10.1016/j.wneu.2017.06.032,28619500,,0
https://doi.org/10.15403/jgld.2014.1121.263.nem,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
https://doi.org/10.3389/fneur.2017.00503,,,0
https://doi.org/10.1159/000452658,27866189,,0
https://doi.org/10.1111/jgh.13878,,,0
https://doi.org/10.1080/09540261.2017.1311845,,,0
https://doi.org/10.1590/0004-282x20160166,28099566,,0
https://doi.org/10.1016/j.mad.2016.06.003,27287065,,0
https://doi.org/10.11005/jbm.2017.24.2.135,,,0
https://doi.org/10.1007/s10072-017-3008-4,,,0
https://doi.org/10.1080/1028415X.2015.1103437,26613405,,0
https://doi.org/10.1007/s12664-017-0746-4,28435998,,0
https://doi.org/10.1111/febs.14174,,,0
https://doi.org/10.1111/febs.14174,,,0
https://doi.org/10.1016/j.semcdb.2011.08.011,21893209,,0
https://doi.org/10.1016/j.tice.2017.02.001,28222887,,0
https://doi.org/10.1055/s-0037-1603975,,,0
https://doi.org/10.1007/s00234-017-1872-5,,,0
https://doi.org/10.1007/s00467-017-3753-x,,,0
https://doi.org/10.1016/j.cvsm.2016.11.011,28063745,,0
https://doi.org/10.1038/nn.4322,27294509,,0
https://doi.org/10.1002/mds.26972,,,0
https://doi.org/10.4103/0366-6999.211899,,,0
https://doi.org/10.1111/1346-8138.13874,,,0
https://doi.org/10.11604/pamj.2017.26.201.11377,28690716,,0
https://doi.org/10.1016/j.clinbiochem.2017.03.005,28288851,,0
https://doi.org/10.3390/ijms18071456,,,0
https://doi.org/10.4038/slja.v25i2.8226,,,0
https://doi.org/10.1016/j.ijpharm.2016.08.040,27553779,,0
https://doi.org/10.1016/j.jtemb.2014.10.001,25457281,,0
https://doi.org/10.1007/s13224-016-0959-y,,,0
,,,0
,,,0
,,,0
https://doi.org/10.1016/j.jceh.2016.09.012,,,0
https://doi.org/10.1002/mds.27087,,,0
https://doi.org/10.1002/mds.27087,,,0
https://doi.org/10.1002/mds.27087,,,0
https://doi.org/10.1002/mds.27087,,,0
https://doi.org/10.1097/01.mpg.0000516381.25680.b4,,,0
https://doi.org/10.1097/01.mpg.0000516381.25680.b4,,,0
https://doi.org/10.1055/s-0037-1602764,,,0
,,,0
https://doi.org/10.1016/j.jceh.2015.07.158,,,0
,,,0
https://doi.org/10.1016/j.jtemb.2017.05.008,,,0
https://doi.org/10.1007/s12264-017-0107-4,,,0
,14210920,,0
https://doi.org/10.1016/j.jtemb.2016.04.006,27238729,,0
,,,0
,,,0
,,,0
https://doi.org/10.1016/j.jocn.2015.06.035,26765764,,0
https://doi.org/10.1016/j.jhep.2011.11.007,22340672,,0
https://doi.org/10.3390/ijms17020196,26861285,,0
https://doi.org/10.1016/j.freeradbiomed.2017.04.001,,,0
https://doi.org/10.1007/s10072-015-2394-8,26758994,,0
https://doi.org/10.1016/j.pnpbp.2015.12.001,26654950,,0
https://doi.org/10.1016/j.jhep.2015.11.017,26639392,,0
https://doi.org/10.15252/embr.201541601,26553940,,0
https://doi.org/10.22159/ajpcr.2017.v10i4.16329,,,0
https://doi.org/10.1186/s12883-017-0818-1,28212618,,0
https://doi.org/10.1093/qjmed/hcv142,26286547,,0
https://doi.org/10.1016/j.jtemb.2016.03.004,27006065,,0
https://doi.org/10.3748/wjg.v21.i17.5183,25954092,,0
https://doi.org/10.1002/hep.27932,26095812,,0
https://doi.org/10.1371/journal.pone.0119654,25849323,,0
https://doi.org/10.3748/wjg.v22.i16.4109,27122662,,0
,25733050,,0
https://doi.org/10.1111/hepr.12717,,,0
https://doi.org/10.1111/hepr.12711,,,0
https://doi.org/10.4103/0378-6323.178907,27279318,,0
https://doi.org/10.1016/j.psym.2015.07.008,26481962,,0
https://doi.org/10.3389/fnmol.2017.00021,,,0
https://doi.org/10.4103/1817-1745.199468,,,0
https://doi.org/10.1111/ane.12585,26940540,,0
https://doi.org/10.1016/j.physbeh.2005.08.010,16125208,,0
https://doi.org/10.1017/cjn.2016.327,,,0
https://doi.org/10.1016/j.pedneo.2016.03.011,,,0
https://doi.org/10.1055/s-0036-1586225,27490186,,0
https://doi.org/10.1007/s12072-016-9783-9,,,0
https://doi.org/10.3390/ijms17050636,27136532,,0
https://doi.org/10.3978/j.issn.2072-1439.2012.s069,,,0
https://doi.org/10.1016/S2468-1253%2816%2930212-6,,,0
https://doi.org/10.2147/TACG.S79121,,,0
https://doi.org/10.5272/jimab.2017231.1447,,,0
,27852206,,0
https://doi.org/10.1016/j.pedneo.2015.03.009,26051032,,0
https://doi.org/10.1097/01.tp.0000483259.57907.d4,,,0
https://doi.org/10.1002/art.40000,,,0
https://doi.org/10.4274/jcp.43760,,,0
https://doi.org/10.1016/j.injr.2015.12.004,,,0
https://doi.org/10.1111/tri.12350,24811000,,0
https://doi.org/10.1007/s00467-015-3265-5,,,0
https://doi.org/10.3892/etm.2016.3928,,,0
https://doi.org/10.1002/ajmg.a.36898,25899569,,0
https://doi.org/10.1002/ajmg.a.36551,24715670,,0
https://doi.org/10.5546/aap.2016.e436,,,0
https://doi.org/10.1039/9781782623892-00153,,,0
https://doi.org/10.1007/s00775-014-1139-0,24748223,,0
https://doi.org/10.1097/MPG.0b013e318230130c,,,0
https://doi.org/10.1016/j.jceh.2015.11.005,,,0
https://doi.org/10.1016/j.clinre.2015.09.007,,,0
https://doi.org/10.5604/16652681.1184191,26626635,,0
https://doi.org/10.1111/ced.12882,27378586,,0
https://doi.org/10.1080/21678707.2016.1188003,,,0
https://doi.org/10.1056/NEJMp1601559,,,0
https://doi.org/10.4103/0976-3147.176195,,,0
https://doi.org/10.1016/j.jpeds.2015.12.040,,,0
https://doi.org/10.1093/qjmed/hcv214,,,0
https://doi.org/10.12688/f1000research.7431.1,,,0
,27249898,,0
https://doi.org/10.3233/BSI-160145,,,0
https://doi.org/10.20344/amp.6749,,,0
https://doi.org/10.4103/0976-3147.178653,,,0
https://doi.org/10.1001/jamaneurol.2015.3595,,,0
https://doi.org/10.1016/j.baga.2015.11.005,,,0
,,,0
https://doi.org/10.1016/j.trac.2015.10.008,,,0
https://doi.org/10.1515/amb-2016-0013,,,0
https://doi.org/10.3329/bjms.v15i3.30203,,,0
https://doi.org/10.4066/AMJ.2016.2774,,,0
https://doi.org/10.1016/j.med.2016.05.002,,,0
https://doi.org/10.1039/c6mt00111d,,,0
https://doi.org/10.4103/0976-3147.186982,,,0
https://doi.org/10.1111/jdv.13106,25764440,,0
https://doi.org/10.1212/CON.0000000000000346,,,0
https://doi.org/10.1097/MPG.0000000000000557,,,0
,,,0
https://doi.org/10.1039/c6mt00001k,,,0
https://doi.org/10.1097/01.mpg.0000503536.79797.66,,,0
https://doi.org/10.1097/01.mpg.0000503536.79797.66,,,0
https://doi.org/10.1097/01.mpg.0000503536.79797.66,,,0
https://doi.org/10.1097/01.mpg.0000503536.79797.66,,,0
https://doi.org/10.1007/s00467-016-3467-5,,,0
https://doi.org/10.1002/mds.26688,,,0
https://doi.org/10.1002/mds.26688,,,0
https://doi.org/10.1002/mds.26688,,,0
https://doi.org/10.1002/mds.26688,,,0
https://doi.org/10.1002/mds.26688,,,0
https://doi.org/10.1111/jnc.13692,,,0
https://doi.org/10.1111/ene.13094,,,0
https://doi.org/10.1111/ene.13093,,,0
https://doi.org/10.1111/ene.13092,,,0
https://doi.org/10.1111/ene.13091,,,0
,,,0
https://doi.org/10.1007/s11307-016-969-2,,,0
https://doi.org/10.1097/01.mpg.0000484500.48517.e7,,,0
https://doi.org/10.1097/01.mpg.0000484500.48517.e7,,,0
https://doi.org/10.1097/01.mpg.0000484500.48517.e7,,,0
https://doi.org/10.1097/01.mpg.0000484500.48517.e7,,,0
https://doi.org/10.1097/01.mpg.0000484500.48517.e7,,,0
https://doi.org/10.1097/01.mpg.0000484500.48517.e7,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
https://doi.org/10.1155/2016/4792898,,,0
,,,0
,,,0
https://doi.org/10.3233/JAD-150186,25835420,,0
https://doi.org/10.7499/j.issn.1008-8830.2015.07.020,26182283,,0
https://doi.org/10.1016/j.pdpdt.2014.11.001,25463318,,0
https://doi.org/10.1016/j.mehy.2015.01.038,25682188,,0
https://doi.org/10.1016/j.jtemb.2014.04.010,24894443,,0
https://doi.org/10.1080/13554794.2013.878726,24499483,,0
,,,0
https://doi.org/10.4103/0972-2327.144286,,,0
https://doi.org/10.1016/j.mpmed.2015.08.011,,,0
https://doi.org/10.1517/21678707.2015.1016907,,,0
https://doi.org/10.1167/iovs.14-15004,25613947,,0
https://doi.org/10.1016/j.ymgme.2014.10.011,25467056,,0
,,,0
https://doi.org/10.1515/revneuro-2014-0075,25995328,,0
,,,0
https://doi.org/10.3109/14767058.2014.908846,24670239,,0
https://doi.org/10.4103/0976-3147.154578,,,0
https://doi.org/10.1176/appi.neuropsych.13120362,25716489,,0
https://doi.org/10.1155/2015/384372,26483863,,0
https://doi.org/10.1111/jgh.12716,25160780,,0
https://doi.org/10.1016/j.bbrc.2015.01.071,25634697,,0
https://doi.org/10.1016/j.gene.2015.05.067,26031236,,0
https://doi.org/10.1002/hep.27663,25524500,,0
https://doi.org/10.1016/j.baga.2014.12.001,,,0
https://doi.org/10.1007/s12328-015-0550-6,25617204,,0
,25957210,,0
https://doi.org/10.1016/j.ncl.2014.09.006,25432729,,0
https://doi.org/10.1016/j.parkreldis.2015.09.031,26410678,,0
https://doi.org/10.1097/MCG.0000000000000248,25291347,,0
https://doi.org/10.1002/mdc3.12134,,,0
https://doi.org/10.2143/TVG.71.24.2002023,,,0
https://doi.org/10.4088/PCC.15l01820,,,0
https://doi.org/10.5414/VDX00883,,,0
https://doi.org/10.4103/0971-6580.172262,,,0
https://doi.org/10.1136/bcr-2015-212482,,,0
,26469170,,0
https://doi.org/10.1007/s11011-015-9685-x,,,0
https://doi.org/10.1007/s12664-015-0552-9,,,0
https://doi.org/10.1007/s12291-015-0537-6,,,0
https://doi.org/10.1038/ajg.2015.270,,,0
https://doi.org/10.1002/hep.28239,,,0
https://doi.org/10.1002/hep.28239,,,0
https://doi.org/10.1002/hep.28239,,,0
https://doi.org/10.1002/hep.28235,,,0
https://doi.org/10.1002/hep.28214,,,0
,,,0
https://doi.org/10.3109/15563650.2015.1071025,,,0
https://doi.org/10.1007/s10545-015-9877-x,,,0
https://doi.org/10.1007/s10545-015-9877-x,,,0
https://doi.org/10.1002/mds.26295,,,0
,,,0
,,,0
,,,0
https://doi.org/10.1111/ene.12813,,,0
https://doi.org/10.1111/ene.12807,,,0
,,,0
https://doi.org/10.1159/000381736,,,0
https://doi.org/10.1159/000381736,,,0
https://doi.org/10.1159/000381736,,,0
https://doi.org/10.1038/bmt.2015.37,,,0
https://doi.org/10.1007/s12072-015-9609-1,,,0
https://doi.org/10.1007/s12072-015-9609-1,,,0
https://doi.org/10.1007/s12072-015-9609-1,,,0
https://doi.org/10.1017/S0317167100016759,24534048,,0
,25518804,,0
https://doi.org/10.1186/1471-2202-15-98,25142911,,0
https://doi.org/10.1371/journal.pone.0098520,24897373,,0
https://doi.org/10.1212/01.CON.0000450973.84075.a7,24893241,,0
https://doi.org/10.1056/NEJMcpc1405218,25251619,,0
https://doi.org/10.1007/s10534-014-9706-y,,,0
https://doi.org/10.1016/j.jhep.2013.10.025,24211743,,0
https://doi.org/10.1016/j.pediatrneurol.2013.09.011,24262340,,0
https://doi.org/10.3389/fnagi.2014.00092,,,0
https://doi.org/10.1371/journal.pone.0092491,,,0
https://doi.org/10.1177/8756479313517765,,,0
https://doi.org/10.5530/ami.2014.2.12,,,0
https://doi.org/10.5152/tjg.2014.5949,25599781,,0
https://doi.org/10.3748/wjg.v20.i28.9427,25071337,,0
https://doi.org/10.1016/j.neurobiolaging.2014.02.031,24913894,,0
,,,0
https://doi.org/10.1056/NEJMicm1312190,24988588,,0
https://doi.org/10.1016/j.jaad.2013.08.044,,,0
https://doi.org/10.1111/ncn3.122,,,0
https://doi.org/10.1016/j.jns.2014.07.031,25086856,,0
https://doi.org/10.1016/j.jocn.2013.10.036,24726229,,0
https://doi.org/10.1007/s12098-014-1341-7,24596058,,0
https://doi.org/10.1590/0004-282X20140090,25003396,,0
https://doi.org/10.3892/ijo.2014.2396,24788952,,0
https://doi.org/10.1002/cld.349,,,0
https://doi.org/10.1590/0004-282X20130226,24676446,,0
https://doi.org/10.4103/0019-5545.146530,,,0
https://doi.org/10.1111/ped.12291,24894932,,0
https://doi.org/10.7860/JCDR/2014/7320.4196,,,0
https://doi.org/10.1186/1471-2350-15-22,,,0
https://doi.org/10.1002/mds.25901,24797888,,0
https://doi.org/10.1002/mds.25900,24797718,,0
,24756018,,0
https://doi.org/10.1016/j.ejps.2014.05.002,24815561,,0
https://doi.org/10.4103/0971-4065.132024,,,0
https://doi.org/10.4103/0971-4065.132017,,,0
https://doi.org/10.1590/1516-4446-2013-1188,24963514,,0
https://doi.org/10.1016/j.transproceed.2014.07.059,25242788,,0
https://doi.org/10.1590/0004-282X20140118,25120201,,0
https://doi.org/10.1007/s00415-014-7396-6,25145892,,0
https://doi.org/10.1136/bcr-2013-200100,24907221,,0
https://doi.org/10.5829/idosi.wjms.2014.10.1.8284,,,0
https://doi.org/10.1016/j.baga.2014.06.002,,,0
https://doi.org/10.5455/bcp.20131021025658,,,0
https://doi.org/10.1007/s00415-014-7322-y,24668339,,0
,24934357,,0
https://doi.org/10.1111/jgh.12356,24033813,,0
https://doi.org/10.1007/s12288-014-0456-3,,,0
https://doi.org/10.1016/j.jtemb.2014.07.013,25172214,,0
https://doi.org/10.1111/hepr.12301,,,0
https://doi.org/10.1007/s10534-013-9694-3,24368744,,0
https://doi.org/10.4103/1673-5374.145360,,,0
https://doi.org/10.1016/j.cgh.2013.11.009,24246766,,0
https://doi.org/10.1002/mds.25642,24038543,,0
https://doi.org/10.1016/j.dsi.2013.06.002,,,0
https://doi.org/10.1016/j.disamonth.2014.07.004,,,0
https://doi.org/10.1016/j.disamonth.2014.07.003,,,0
https://doi.org/10.1016/j.disamonth.2014.07.002,,,0
https://doi.org/10.1016/j.genhosppsych.2013.08.007,24120023,,0
https://doi.org/10.1007/s12098-013-0979-x,23494839,,0
https://doi.org/10.1016/j.mpaic.2014.04.024,,,0
,24927618,,0
https://doi.org/10.1111/nyas.12379,24611802,,0
https://doi.org/10.1111/nyas.12372,24547944,,0
https://doi.org/10.1016/j.jceh.2014.03.054,,,0
https://doi.org/10.1016/j.msard.2013.09.002,,,0
https://doi.org/10.1007/s11940-014-0300-y,,,0
,,,0
,,,0
https://doi.org/10.1097/MPG.0b013e3182a853a3,24458219,,0
https://doi.org/10.1310/hpj4910-902,,,0
https://doi.org/10.1517/21678707.2014.975207,,,0
https://doi.org/10.1371/journal.pone.0098809,24892424,,0
https://doi.org/10.1371/journal.pone.0086168,24475083,,0
https://doi.org/10.1111/ped.12313,25252055,,0
https://doi.org/10.1002/mdc3.12003,,,0
,24864473,,0
https://doi.org/10.1177/2050640614548980,,,0
,,,0
https://doi.org/10.1016/j.dld.2014.07.113,,,0
,,,0
https://doi.org/10.1136/archdischild-2014-307384.802,,,0
https://doi.org/10.1002/hep.27501,,,0
https://doi.org/10.1002/hep.27501,,,0
https://doi.org/10.1002/hep.27501,,,0
,,,0
,,,0
https://doi.org/10.1007/s00775-014-1157-y,,,0
https://doi.org/10.1111/febs.12919,,,0
https://doi.org/10.1007/s00415-014-7337-4,,,0
https://doi.org/10.1007/s00415-014-7337-4,,,0
,,,0
https://doi.org/10.1002/mds.25914,,,0
https://doi.org/10.1002/mds.25914,,,0
https://doi.org/10.1002/mds.25914,,,0
,,,0
,,,0
https://doi.org/10.1111/1471-0528.12788,,,0
,,,0
,,,0
https://doi.org/10.1016/S0016-5085%2814%2963671-4,,,0
https://doi.org/10.1016/S0168-8278%2814%2961405-7,,,0
https://doi.org/10.1007/s12072-014-9519-7,,,0
https://doi.org/10.1007/s12072-014-9519-7,,,0
https://doi.org/10.1002/jca.21314,,,0
https://doi.org/10.1111/ctr.12259,24118554,,0
https://doi.org/10.1016/j.survophthal.2012.12.002,24160731,,0
,23909262,,0
https://doi.org/10.1136/bcr-2012-007408,23704419,,0
https://doi.org/10.1016/j.clinre.2013.01.001,23567103,,0
,,,0
https://doi.org/10.1177/1756285612471700,,,0
https://doi.org/10.1517/21678707.2013.796883,,,0
https://doi.org/10.3748/wjg.v19.i43.7630,24282352,,0
https://doi.org/10.1016/B978-0-12-410502-7.00014-4,24209444,,0
https://doi.org/10.1159/000353524,,,0
https://doi.org/10.5009/gnl.2013.7.4.500,,,0
https://doi.org/10.1016/j.psc.2012.12.003,23538074,,0
https://doi.org/10.6051/j.issn.2224-3992.2013.02.181,,,0
https://doi.org/10.1124/dmd.112.047274,23024204,,0
https://doi.org/10.1016/j.tvjl.2013.03.003,23583003,,0
https://doi.org/10.1002/mds.25446,23554137,,0
https://doi.org/10.1016/j.crad.2012.12.003,23541097,,0
https://doi.org/10.1210/jc.2013-2310,24217902,,0
https://doi.org/10.1007/S11655-012-1089-8,22610954,,0
https://doi.org/10.1136/bcr-2013-010415,23966348,,0
https://doi.org/10.1542/peds.2012-2923,23999958,,0
,,,0
https://doi.org/10.1002/mds.25290,23389864,,0
https://doi.org/10.1016/j.dld.2012.10.001,23137792,,0
https://doi.org/10.1007/s13760-012-0117-y,22826023,,0
https://doi.org/10.1371/journal.pone.0058702,23505552,,0
https://doi.org/10.1016/j.parkreldis.2012.05.023,22721972,,0
https://doi.org/10.2957/kanzo.54.334,,,0
https://doi.org/10.1136/bcr-2013-008857,23576656,,0
,,,0
https://doi.org/10.1016/j.paed.2013.08.004,,,0
https://doi.org/10.1007/s11064-013-1111-3,23877404,,0
https://doi.org/10.1055/s-0033-1334900,,,0
https://doi.org/10.4103/0028-3886.121908,24262445,,0
https://doi.org/10.3969/j.issn.1674-8115.2013.09.018,,,0
,,,0
https://doi.org/10.1093/qjmed/hct137,23842488,,0
https://doi.org/10.5114/ninp.2013.36763,23986430,,0
https://doi.org/10.1055/s-0032-1328524,23794426,,0
https://doi.org/10.1016/j.tvjl.2012.12.013,23375251,,0
https://doi.org/10.1016/j.neuint.2012.08.017,22982300,,0
,23636000,,0
,,,0
,,,0
https://doi.org/10.7860/JCDR/2013/5974.3188,,,0
,23529462,,0
https://doi.org/10.1177/0883073812465011,23143727,,0
https://doi.org/10.1186/1471-2377-13-127,24067156,,0
https://doi.org/10.1016/j.paed.2013.05.016,,,0
https://doi.org/10.1002/hep.26047,22945834,,0
https://doi.org/10.1007/s12020-012-9872-z,23307056,,0
https://doi.org/10.5350/DAJPN2013260310,,,0
https://doi.org/10.1016/j.neuron.2012.11.035,23312518,,0
https://doi.org/10.1016/j.bpobgyn.2013.07.0065,24207084,,0
https://doi.org/10.1016/j.cgh.2013.03.012,23542331,,0
,23786721,,0
https://doi.org/10.4103/0028-3886.108052,,,0
,,,0
,23503979,,0
https://doi.org/10.1177/2050640613502900,,,0
https://doi.org/10.1007/s40336-013-0001-7,,,0
,,,0
,,,0
